"GEOID20","pop","black_alone","black_any","vap","black_any_vap"
"131210105202006",42,34,35,33,28
"131210105202007",49,43,46,43,41
"131210105202008",76,65,67,55,46
"131210105202009",86,76,78,69,63
"131210105202010",0,0,0,0,0
"131210105202011",87,69,75,68,59
"131210105202012",49,47,49,41,41
"131210105202013",128,125,126,91,89
"131210105202014",219,210,214,169,164
"131210105202015",150,133,141,136,127
"131210105202016",58,54,54,44,41
"131210105202017",0,0,0,0,0
"131210105202018",82,70,70,62,50
"131210105202019",38,32,32,28,22
"131210105202020",0,0,0,0,0
"131210105203000",19,14,15,17,13
"131210105203001",123,99,103,91,75
"131210105203002",92,81,81,65,56
"131210105203003",15,13,13,15,13
"131210105203004",71,57,58,54,41
"131210105203005",48,22,22,40,16
"131210105203006",422,365,372,325,287
"131210105203007",100,97,98,76,75
"131210105203008",13,6,6,9,4
"131210105203009",147,142,145,111,111
"131210105203010",4,1,1,2,1
"131210105203011",9,0,5,9,5
"131210105203012",62,30,30,49,21
"131210105203013",61,36,40,57,36
"131210105203014",2,0,1,1,1
"131210105203015",0,0,0,0,0
"131210105203016",206,191,195,153,142
"131210105203017",25,21,21,19,15
"131210105203018",47,40,46,34,33
"131210105203019",49,31,34,42,29
"131210105203020",0,0,0,0,0
"131210105203021",9,2,2,8,1
"131210105203022",8,0,0,6,0
"131210105203023",11,3,5,5,2
"131210105203024",0,0,0,0,0
"131210105203025",0,0,0,0,0
"131210105203026",0,0,0,0,0
"131210105203027",0,0,0,0,0
"131210105203028",0,0,0,0,0
"131210105203029",0,0,0,0,0
"131210105203030",0,0,0,0,0
"131210105203031",0,0,0,0,0
"131210105203032",0,0,0,0,0
"131210105203033",18,5,7,5,1
"131210105203034",0,0,0,0,0
"131210105203035",6,5,5,5,5
"131210105203036",0,0,0,0,0
"131210105203037",0,0,0,0,0
"131210105203038",0,0,0,0,0
"131210105203039",0,0,0,0,0
"131210105203040",19,5,6,17,4
"131210105203041",3,0,0,3,0
"131210105203042",0,0,0,0,0
"131210105203043",0,0,0,0,0
"131210105203044",0,0,0,0,0
"131210105203045",0,0,0,0,0
"131210105203046",0,0,0,0,0
"131210105203047",0,0,0,0,0
"131210105203048",0,0,0,0,0
"131210105203049",0,0,0,0,0
"131210105203050",0,0,0,0,0
"131210105203051",13,2,3,8,0
"131210105203052",0,0,0,0,0
"131210105203053",0,0,0,0,0
"131210105203054",0,0,0,0,0
"131210105203055",0,0,0,0,0
"131210105211000",61,43,43,57,40
"131210105211001",100,77,77,70,58
"131210105211002",75,64,64,54,48
"131210105211003",86,83,83,69,66
"131210105211004",91,81,81,68,60
"131210105211005",140,133,134,114,109
"131210105211006",61,56,56,51,48
"131210105211007",28,26,28,21,21
"131210105211008",82,66,66,56,52
"131210105211009",94,83,85,79,70
"131210105211010",89,88,89,71,71
"131210105211011",63,62,62,52,52
"131210105211012",58,50,50,50,42
"131210105211013",305,299,299,255,249
"131210105211014",34,28,30,33,29
"131210105212000",45,40,40,33,28
"131210105212001",5,4,4,4,3
"131210105212002",165,153,160,113,108
"131210105212003",2,1,2,1,1
"131210105212004",19,18,19,16,16
"131210105212005",7,6,6,4,3
"131210105212006",0,0,0,0,0
"131210105212007",9,3,4,9,4
"131210105212008",0,0,0,0,0
"131210105212009",0,0,0,0,0
"131210105212010",0,0,0,0,0
"131210105212011",31,31,31,23,23
"131210105212012",20,14,17,15,13
"131210105212013",427,414,416,351,344
"131210105212014",34,30,30,22,19
"131210105212015",35,33,35,26,26
"131210105212016",0,0,0,0,0
"131210105212017",49,36,43,34,29
"131210105212018",0,0,0,0,0
"131210105221000",0,0,0,0,0
"131210105221001",30,22,24,21,16
"131210105221002",0,0,0,0,0
"131210105221003",683,628,653,475,461
"131210105221004",159,147,152,123,117
"131210105221005",43,35,35,37,30
"131210105221006",147,138,143,122,118
"131210105221007",70,55,62,46,42
"131210105221008",128,116,122,94,89
"131210105221009",29,20,23,18,18
"131210105222000",0,0,0,0,0
"131210105222001",0,0,0,0,0
"131210105222002",0,0,0,0,0
"131210105222003",5,0,0,3,0
"131210105222004",0,0,0,0,0
"131210105222005",21,10,12,18,12
"131210105222006",0,0,0,0,0
"131210105222007",0,0,0,0,0
"131210105222008",0,0,0,0,0
"131210105222009",0,0,0,0,0
"131210105222010",0,0,0,0,0
"131210105222011",0,0,0,0,0
"131210105222012",0,0,0,0,0
"131210105222013",0,0,0,0,0
"131210105222014",0,0,0,0,0
"131210105222015",11,5,7,6,5
"131210105222016",0,0,0,0,0
"131210105222017",0,0,0,0,0
"131210105222018",0,0,0,0,0
"131210105222019",0,0,0,0,0
"131210105222020",0,0,0,0,0
"131210105222021",0,0,0,0,0
"131210105222022",0,0,0,0,0
"131210105222023",0,0,0,0,0
"131210105222024",160,153,154,109,104
"131210105222025",409,392,393,286,275
"131210105222026",0,0,0,0,0
"131210105222027",95,83,83,70,62
"131210105222028",97,94,97,64,64
"131210105222029",0,0,0,0,0
"131210105222030",735,703,712,513,491
"131210105222031",0,0,0,0,0
"131210105222032",74,68,70,58,54
"131210105222033",47,35,43,30,28
"131210105222034",15,6,6,15,6
"131210105222035",0,0,0,0,0
"131210105222036",0,0,0,0,0
"131210105222037",0,0,0,0,0
"131210105222038",0,0,0,0,0
"131210105222039",0,0,0,0,0
"131210105222040",0,0,0,0,0
"131210105222041",0,0,0,0,0
"131210105222042",0,0,0,0,0
"131210105222043",18,15,18,11,11
"131210105223000",32,28,30,18,18
"131210105223001",1435,1368,1381,1038,992
"131210105223002",55,53,54,39,38
"131210105223003",52,32,33,40,28
"131210105223004",59,49,51,35,30
"131210105223005",27,19,21,21,17
"131210105223006",40,34,34,30,28
"131210105223007",5,3,3,3,2
"131210105223008",73,64,67,55,52
"131210105223009",56,54,54,42,41
"131210105223010",116,110,110,83,77
"131210105223011",200,197,199,150,150
"131210105223012",37,34,35,30,29
"131210105223013",56,51,51,49,45
"131210105223014",248,234,236,197,186
"131210105231000",0,0,0,0,0
"131210105231001",0,0,0,0,0
"131210105231002",0,0,0,0,0
"131210105231003",0,0,0,0,0
"131210105231004",0,0,0,0,0
"131210105231005",0,0,0,0,0
"131210105231006",0,0,0,0,0
"131210105231007",0,0,0,0,0
"131210105231008",0,0,0,0,0
"131210105231009",0,0,0,0,0
"131210105231010",0,0,0,0,0
"131210105231011",0,0,0,0,0
"131210105231012",0,0,0,0,0
"131210105231013",13,8,11,10,8
"131210105231014",0,0,0,0,0
"131210105231015",0,0,0,0,0
"131210105231016",14,0,1,13,0
"131210105231017",20,0,1,14,1
"131210105231018",627,591,595,438,410
"131210105231019",53,39,44,39,32
"131210105231020",320,276,284,221,190
"131210105231021",0,0,0,0,0
"131210105231022",215,194,208,167,164
"131210105231023",44,40,41,35,32
"131210105231024",45,36,38,33,28
"131210105231025",42,36,36,37,31
"131210105231026",247,236,236,177,166
"131210105231027",72,68,68,51,47
"131210105231028",0,0,0,0,0
"131210105231029",7,6,6,7,6
"131210105231030",0,0,0,0,0
"131210105231031",64,54,56,44,38
"131210105231032",205,194,202,156,155
"131210105241000",0,0,0,0,0
"131210105241001",581,503,505,406,343
"131210105241002",89,80,81,67,61
"131210105241003",16,4,7,11,7
"131210105241004",0,0,0,0,0
"131210105241005",120,89,92,92,74
"131210105241006",9,1,1,7,0
"131210105241007",14,6,9,9,4
"131210105241008",0,0,0,0,0
"131210105241009",0,0,0,0,0
"131210105241010",0,0,0,0,0
"131210105241011",31,1,3,26,2
"131210105241012",0,0,0,0,0
"131210105241013",0,0,0,0,0
"131210105241014",19,13,17,11,10
"131210105241015",0,0,0,0,0
"131210105241016",0,0,0,0,0
"131210105241017",38,25,32,23,18
"131210105242000",999,973,984,720,706
"131210105242001",227,213,216,187,178
"131210105242002",40,31,33,32,29
"131210105243000",702,650,668,511,479
"131210105243001",73,54,61,52,43
"131210105243002",77,64,69,56,50
"131210105251000",22,17,19,16,13
"131210105251001",0,0,0,0,0
"131210105251002",171,159,163,117,111
"131210105251003",44,31,42,31,30
"131210105251004",40,35,37,28,25
"131210105251005",47,41,41,33,33
"131210105251006",350,335,341,260,252
"131210105251007",16,14,14,13,11
"131210105251008",0,0,0,0,0
"131210105251009",0,0,0,0,0
"131210105251010",0,0,0,0,0
"131210105252000",388,378,380,308,304
"131210105252001",138,126,126,98,86
"131210105253000",928,886,893,600,569
"131210105253001",93,89,92,74,74
"131210105253002",88,78,83,58,55
"131210105253003",238,225,228,163,156
"131210105253004",0,0,0,0,0
"131210105253005",0,0,0,0,0
"131210105253006",156,135,146,115,109
"131210105253007",0,0,0,0,0
"131210105253008",0,0,0,0,0
"131210105253009",0,0,0,0,0
"131210105253010",0,0,0,0,0
"131210105253011",22,9,14,16,8
"131210105253012",12,9,10,10,8
"131210105253013",0,0,0,0,0
"131210105261000",0,0,0,0,0
"131210105261001",14,1,2,8,0
"131210105261002",9,4,7,3,1
"131210105261003",73,63,63,64,54
"131210105261004",0,0,0,0,0
"131210105261005",102,100,100,74,73
"131210105261006",28,24,25,20,20
"131210105261007",62,51,52,49,42
"131210105261008",0,0,0,0,0
"131210105261009",0,0,0,0,0
"131210105261010",0,0,0,0,0
"131210105261011",7,1,1,3,1
"131210105261012",0,0,0,0,0
"131210105261013",10,4,4,10,4
"131210105261014",0,0,0,0,0
"131210105261015",0,0,0,0,0
"131210105261016",12,6,8,5,2
"131210105261017",0,0,0,0,0
"131210105261018",9,2,5,9,5
"131210105261019",0,0,0,0,0
"131210105261020",0,0,0,0,0
"131210105261021",22,10,12,16,6
"131210105261022",0,0,0,0,0
"131210105261023",0,0,0,0,0
"131210105261024",0,0,0,0,0
"131210105261025",0,0,0,0,0
"131210105261026",367,340,348,270,253
"131210105261027",88,74,80,59,51
"131210105261028",87,75,76,54,46
"131210105261029",73,60,66,56,52
"131210105261030",31,23,25,22,17
"131210105261031",68,67,68,48,48
"131210105261032",0,0,0,0,0
"131210105261033",321,299,302,226,211
"131210105261034",580,553,565,403,393
"131210105261035",84,70,74,72,64
"131210105261036",0,0,0,0,0
"131210105261037",9,6,8,5,4
"131210105261038",9,0,4,8,4
"131210105261039",0,0,0,0,0
"131210105261040",0,0,0,0,0
"131210105261041",10,1,2,9,1
"131210105261042",0,0,0,0,0
"131210105261043",0,0,0,0,0
"131210105261044",0,0,0,0,0
"131210105261045",0,0,0,0,0
"131210105261046",0,0,0,0,0
"131210105261047",0,0,0,0,0
"131210105261048",0,0,0,0,0
"131210105261049",0,0,0,0,0
"131210105261050",0,0,0,0,0
"131210105261051",0,0,0,0,0
"131210105261052",0,0,0,0,0
"131210105261053",0,0,0,0,0
"131210105261054",0,0,0,0,0
"131210105261055",8,0,2,2,1
"131210105261056",0,0,0,0,0
"131210105261057",0,0,0,0,0
"131210105261058",0,0,0,0,0
"131210105261059",0,0,0,0,0
"131210105261060",0,0,0,0,0
"131210105261061",0,0,0,0,0
"131210105261062",0,0,0,0,0
"131210105261063",0,0,0,0,0
"131210105262000",6,1,6,5,5
"131210105262001",571,557,560,423,412
"131210105262002",25,14,17,19,11
"131210105262003",0,0,0,0,0
"131210105262004",789,741,755,554,530
"131210105262005",49,43,47,33,32
"131210105262006",104,95,98,78,72
"131210105262007",48,37,37,38,32
"131210105262008",22,13,16,18,13
"131210105262009",3,0,1,2,0
"131210105262010",18,8,9,16,8
"131210105262011",230,217,217,161,148
"131210105262012",42,39,40,36,35
"131210105262013",4,0,0,3,0
"131210105262014",21,13,13,18,10
"131210105262015",6,3,5,6,5
"131210105262016",0,0,0,0,0
"131210105263000",0,0,0,0,0
"131210105263001",20,13,15,11,7
"131210105263002",678,655,660,469,456
"131210105263003",121,107,111,81,78
"131210105263004",62,56,60,58,56
"131210105263005",26,24,25,18,17
"131210105263006",21,11,12,17,8
"131210105263007",151,146,147,121,118
"131210105263008",40,29,29,30,26
"131210105263009",14,3,12,11,10
"131210105263010",0,0,0,0,0
"131210105263011",43,36,38,13,12
"131210105263012",7,0,3,5,3
"131210105263013",331,289,295,252,229
"131210105263014",0,0,0,0,0
"131210105263015",0,0,0,0,0
"131210105263016",211,183,192,181,164
"131210105264000",8,4,6,7,6
"131210105264001",14,9,12,11,9
"131210105264002",15,7,12,12,9
"131210105264003",21,3,3,19,3
"131210105264004",6,3,3,5,3
"131210105264005",28,10,11,16,3
"131210105264006",178,162,166,132,121
"131210105264007",73,70,71,54,52
"131210105264008",3,2,2,3,2
"131210105264009",106,96,96,73,66
"131210105264010",34,28,31,26,26
"131210105264011",86,77,77,59,52
"131210105264012",38,33,35,35,32
"131210105264013",48,43,45,32,29
"131210105264014",0,0,0,0,0
"131210105264015",45,24,24,23,14
"131210105264016",0,0,0,0,0
"131210105264017",445,418,418,323,300
"131210105264018",0,0,0,0,0
"131210105271000",5,0,1,3,0
"131210105271001",115,103,108,98,91
"131210105271002",7,0,4,5,3
"131210105271003",0,0,0,0,0
"131210105271004",206,113,115,154,88
"131210105271005",137,91,92,84,56
"131210105271006",36,19,20,26,17
"131210105271007",80,47,50,66,46
"131210105271008",381,313,316,263,215
"131210105271009",0,0,0,0,0
"131210105271010",57,51,52,42,39
"131210105271011",27,20,24,16,16
"131210105271012",81,70,75,52,47
"131210105271013",44,36,37,27,24
"131210105271014",32,24,24,20,16
"131210105271015",39,11,13,28,12
"131210105271016",0,0,0,0,0
"131210105271017",15,6,7,9,6
"131210105271018",0,0,0,0,0
"131210105272000",1010,907,928,715,656
"131210105272001",52,48,49,35,35
"131210105272002",75,53,57,55,38
"131210105272003",194,170,176,125,112
"131210105272004",66,60,60,51,45
"131210105272005",66,37,53,48,35
"131210105272006",303,291,294,215,210
"131210105272007",54,43,47,35,31
"131210105272008",72,44,52,57,41
"131210105273000",0,0,0,0,0
"131210105273001",241,175,182,158,109
"131210105273002",118,81,84,84,68
"131210105273003",0,0,0,0,0
"131210105273004",24,11,12,17,10
"131210105273005",17,6,10,12,6
"131210105273006",15,0,4,7,3
"131210105273007",88,41,47,60,26
"131210105273008",29,20,22,19,14
"131210105273009",37,19,25,30,22
"131210105273010",28,10,12,20,9
"131210105273011",165,113,120,131,97
"131210105273012",51,37,37,35,22
"131210105273013",37,34,37,30,30
"131210105273014",55,30,33,39,22
"131210105273015",18,3,3,8,3
"131210105273016",12,0,0,8,0
"131210105273017",36,12,12,22,4
"131210105273018",23,3,5,18,4
"131210105273019",13,11,13,7,7
"131210105273020",72,49,50,52,37
"131210105273021",0,0,0,0,0
"131210105274000",426,382,388,302,269
"131210105274001",122,117,118,77,74
"131210105274002",432,380,386,302,267
"131210105274003",20,15,15,10,7
"131210105274004",109,101,102,81,75
"131210105274005",0,0,0,0,0
"131210105274006",423,261,275,317,204
"131210105274007",2,0,0,2,0
"131210105274008",0,0,0,0,0
"131210105274009",0,0,0,0,0
"131210105274010",64,22,26,47,22
"131210105274011",16,9,11,10,6
"131210105281000",0,0,0,0,0
"131210105281001",0,0,0,0,0
"131210105281002",18,5,10,13,7
"131210105281003",0,0,0,0,0
"131210105281004",11,6,8,8,5
"131210105281005",13,11,12,11,10
"131210105281006",22,4,5,16,4
"131210105281007",17,10,12,13,9
"131210105281008",527,379,383,400,312
"131210105281009",101,76,83,71,63
"131210105281010",0,0,0,0,0
"131210105281011",10,1,2,10,2
"131210105281012",7,3,3,3,3
"131210105281013",71,51,51,66,46
"131210105281014",96,76,76,76,61
"131210105281015",19,5,6,17,6
"131210105281016",0,0,0,0,0
"131210105281017",0,0,0,0,0
"131210105281018",7,3,3,4,1
"131210105281019",0,0,0,0,0
"131210105281020",112,89,89,96,76
"131210105281021",5,1,2,5,2
"131210105282000",392,117,117,252,72
"131210105282001",0,0,0,0,0
"131210105282002",14,4,9,11,6
"131210105282003",31,22,22,20,13
"131210105282004",123,50,50,69,33
"131210105282005",19,0,4,8,1
"131210105282006",522,474,483,400,368
"131210105282007",0,0,0,0,0
"131210105282008",0,0,0,0,0
"131210105282009",0,0,0,0,0
"131210105282010",0,0,0,0,0
"131210105282011",7,6,6,6,5
"131210105282012",0,0,0,0,0
"131210105282013",0,0,0,0,0
"131210105282014",0,0,0,0,0
"131210105282015",0,0,0,0,0
"131210105283000",0,0,0,0,0
"131210105283001",0,0,0,0,0
"131210105283002",186,177,178,118,114
"131210105283003",344,221,224,259,171
"131210105283004",39,21,30,27,23
"131210105283005",210,200,206,145,141
"131210105283006",81,69,72,57,48
"131210105283007",22,11,12,19,10
"131210105283008",50,37,38,42,34
"131210105283009",0,0,0,0,0
"131210105283010",0,0,0,0,0
"131210105283011",0,0,0,0,0
"131210105283012",0,0,0,0,0
"131210105283013",24,0,3,19,3
"131210105283014",19,3,7,15,6
"131210105283015",33,11,13,23,7
"131210105283016",24,0,0,20,0
"131210105283017",34,33,33,17,16
"131210105283018",27,6,8,17,6
"131210105283019",6,0,0,4,0
"131210105283020",13,2,2,12,2
"131210105284000",552,522,529,383,364
"131210105284001",14,1,4,5,1
"131210105284002",427,361,362,298,244
"131210105284003",106,94,94,75,65
"131210105284004",43,27,31,31,20
"131210105291000",0,0,0,0,0
"131210105291001",0,0,0,0,0
"131210105291002",0,0,0,0,0
"131210105291003",0,0,0,0,0
"131210105291004",0,0,0,0,0
"131210105291005",638,615,631,512,505
"131210105291006",97,86,93,72,69
"131210105291007",143,132,137,108,104
"131210105291008",316,301,308,243,235
"131210105291009",137,116,122,109,100
"131210105291010",0,0,0,0,0
"131210105291011",0,0,0,0,0
"131210105291012",0,0,0,0,0
"131210105291013",488,457,468,352,335
"131210105291014",73,63,71,65,63
"131210105291015",137,132,135,102,100
"131210105291016",177,167,170,124,118
"131210105291017",107,90,91,84,69
"131210105291018",84,74,78,61,57
"131210105291019",0,0,0,0,0
"131210105291020",102,95,97,75,74
"131210105291021",0,0,0,0,0
"131210105292000",0,0,0,0,0
"131210105292001",0,0,0,0,0
"131210105292002",449,416,430,302,291
"131210105292003",98,93,98,75,75
"131210105292004",92,84,87,56,51
"131210105292005",57,52,53,42,40
"131210105292006",898,842,866,654,632
"131210105292007",63,54,56,51,44
"131210105292008",67,58,62,63,61
"131210105292009",23,10,14,12,5
"131210105292010",0,0,0,0,0
"131210105292011",0,0,0,0,0
"131210105292012",0,0,0,0,0
"131210105292013",0,0,0,0,0
"131210105292014",0,0,0,0,0
"131210105292015",15,5,5,12,4
"131210105292016",3,0,1,3,1
"131210105292017",6,0,1,5,1
"131210105292018",0,0,0,0,0
"131210105292019",83,75,75,66,58
"131210105292020",86,68,76,68,60
"131210105292021",54,51,52,44,42
"131210105292022",0,0,0,0,0
"131210105293000",14,7,7,12,7
"131210105293001",0,0,0,0,0
"131210105293002",0,0,0,0,0
"131210105293003",0,0,0,0,0
"131210105293004",0,0,0,0,0
"131210105293005",269,268,268,191,190
"131210105293006",48,42,42,32,27
"131210105293007",37,35,35,26,24
"131210105293008",185,172,176,128,122
"131210105293009",0,0,0,0,0
"131210105293010",0,0,0,0,0
"131210105293011",0,0,0,0,0
"131210105293012",35,34,35,30,30
"131210105293013",0,0,0,0,0
"131210105293014",6,2,3,4,2
"131210105293015",308,273,279,235,214
"131210105293016",86,76,79,79,73
"131210105293017",47,40,41,35,33
"131210105293018",54,50,53,41,41
"131210105293019",38,34,37,35,35
"131210105293020",30,26,27,24,23
"131210105293021",158,149,154,128,126
"131210105293022",33,30,33,21,21
"131210105293023",178,172,176,136,134
"131210105293024",75,68,72,57,55
"131210105293025",72,72,72,63,63
"131210105293026",86,76,76,64,58
"131210105293027",16,15,15,13,12
"131210105293028",22,1,7,15,6
"131210105293029",0,0,0,0,0
"131210105293030",0,0,0,0,0
"131210105293031",0,0,0,0,0
"131210105293032",0,0,0,0,0
"131210105293033",0,0,0,0,0
"131210105293034",0,0,0,0,0
"131210105293035",0,0,0,0,0
"131210105301000",0,0,0,0,0
"131210105301001",0,0,0,0,0
"131210105301002",17,7,7,11,1
"131210105301003",46,45,45,39,39
"131210105301004",47,40,40,45,38
"131210105301005",25,25,25,22,22
"131210105301006",25,18,25,13,13
"131210105301007",303,275,282,228,211
"131210105301008",61,58,58,44,43
"131210105301009",15,8,10,9,4
"131210105301010",71,64,64,57,50
"131210105301011",83,79,83,60,60
"131210105301012",27,26,26,21,20
"131210105301013",72,69,69,58,57
"131210105301014",45,42,45,36,36
"131210105301015",51,50,51,33,33
"131210105301016",4,3,4,1,1
"131210105301017",13,12,13,11,11
"131210105301018",27,23,25,17,15
"131210105301019",9,4,4,8,3
"131210105301020",13,11,11,9,7
"131210105301021",55,50,53,42,42
"131210105301022",16,10,11,16,11
"131210105302000",0,0,0,0,0
"131210105302001",0,0,0,0,0
"131210105302002",8,8,8,2,2
"131210105302003",0,0,0,0,0
"131210105302004",0,0,0,0,0
"131210105302005",0,0,0,0,0
"131210105302006",0,0,0,0,0
"131210105302007",19,8,9,13,4
"131210105302008",33,25,26,29,26
"131210105302009",0,0,0,0,0
"131210105302010",275,249,254,227,210
"131210105302011",0,0,0,0,0
"131210105302012",0,0,0,0,0
"131210105302013",0,0,0,0,0
"131210105302014",59,58,58,47,46
"131210105302015",92,84,84,79,74
"131210105302016",499,491,496,388,386
"131210105302017",67,64,65,56,54
"131210105302018",0,0,0,0,0
"131210105302019",0,0,0,0,0
"131210105302020",411,402,405,218,213
"131210105302021",46,42,44,31,30
"131210105302022",20,19,19,19,19
"131210105302023",7,6,7,7,7
"131210105302024",38,34,34,33,30
"131210105302025",0,0,0,0,0
"131210105302026",0,0,0,0,0
"131210105302027",0,0,0,0,0
"131210105302028",18,7,9,16,9
"131210105302029",0,0,0,0,0
"131210105302030",0,0,0,0,0
"131210105302031",0,0,0,0,0
"131210105302032",0,0,0,0,0
"131210105302033",0,0,0,0,0
"131210105302034",0,0,0,0,0
"131210105302035",8,4,8,4,4
"131210105302036",179,175,176,130,128
"131210105302037",0,0,0,0,0
"131210105302038",0,0,0,0,0
"131210105311000",482,452,459,375,355
"131210105311001",61,47,51,48,41
"131210105311002",95,84,89,75,72
"131210105311003",38,22,30,24,21
"131210105311004",105,92,94,91,83
"131210105311005",140,127,129,101,92
"131210105311006",76,71,71,51,50
"131210105311007",118,101,102,86,75
"131210105311008",355,314,322,234,215
"131210105311009",61,47,48,45,40
"131210105311010",119,96,101,90,75
"131210105312000",0,0,0,0,0
"131210105312001",0,0,0,0,0
"131210105312002",0,0,0,0,0
"131210105312003",0,0,0,0,0
"131210105312004",0,0,0,0,0
"131210105312005",0,0,0,0,0
"131210105312006",625,595,613,481,473
"131210105312007",95,86,88,79,72
"131210105312008",69,56,61,50,43
"131210105312009",299,280,286,226,214
"131210105312010",51,29,39,40,30
"131210105312011",88,84,87,71,70
"131210105312012",262,244,251,208,201
"131210105312013",24,6,12,19,10
"131210105312014",0,0,0,0,0
"131210105312015",3,2,2,2,2
"131210105321000",291,283,283,199,191
"131210105321001",72,60,65,43,36
"131210105321002",86,75,78,59,53
"131210105321003",33,28,30,20,18
"131210105321004",26,20,23,25,22
"131210105322000",555,530,543,411,399
"131210105322001",28,14,18,13,8
"131210105322002",20,13,17,14,14
"131210105322003",15,10,11,11,9
"131210105322004",179,153,154,147,130
"131210105322005",102,86,89,78,72
"131210105322006",188,175,180,159,151
"131210105322007",165,153,159,141,136
"131210105322008",116,93,96,82,77
"131210105322009",3,3,3,0,0
"131210105322010",0,0,0,0,0
"131210105322011",0,0,0,0,0
"131210105322012",0,0,0,0,0
"131210105322013",0,0,0,0,0
"131210105322014",377,373,377,299,299
"131210105322015",15,8,9,13,8
"131210105322016",0,0,0,0,0
"131210105322017",0,0,0,0,0
"131210105323000",14,6,11,13,11
"131210105323001",0,0,0,0,0
"131210105323002",79,70,70,58,55
"131210105323003",172,144,147,120,101
"131210105323004",64,47,50,55,41
"131210105323005",206,204,205,151,151
"131210105323006",82,63,64,60,51
"131210105323007",30,25,25,22,19
"131210105323008",171,158,159,130,118
"131210105323009",39,38,39,33,33
"131210105323010",127,119,121,78,76
"131210105323011",55,43,45,35,34
"131210105323012",28,19,24,24,20
"131210105323013",184,167,178,142,137
"131210105323014",243,238,239,184,182
"131210105331000",0,0,0,0,0
"131210105331001",0,0,0,0,0
"131210105331002",157,148,154,126,124
"131210105331003",117,109,109,92,91
"131210105331004",252,240,241,184,178
"131210105331005",148,134,137,99,92
"131210105331006",89,68,68,88,67
"131210105331007",25,21,21,25,21
"131210105332000",0,0,0,0,0
"131210105332001",0,0,0,0,0
"131210105332002",0,0,0,0,0
"131210105332003",0,0,0,0,0
"131210105332004",0,0,0,0,0
"131210105332005",9,4,4,6,1
"131210105332006",928,885,900,672,649
"131210105332007",29,18,21,19,14
"131210105332008",24,15,16,18,12
"131210105332009",23,18,21,22,20
"131210105332010",113,107,109,82,78
"131210105332011",81,74,80,61,60
"131210105332012",41,34,38,22,19
"131210105332013",165,157,160,133,130
"131210105341000",0,0,0,0,0
"131210105341001",1297,1082,1086,1074,878
"131210105341002",0,0,0,0,0
"131210105341003",0,0,0,0,0
"131210105341004",0,0,0,0,0
"131210105341005",38,27,32,26,21
"131210105341006",262,224,226,216,180
"131210105341007",30,23,24,27,21
"131210105341008",27,22,22,23,19
"131210105341009",58,35,43,42,33
"131210105341010",108,92,96,74,62
"131210105341011",48,37,38,34,26
"131210105341012",36,26,27,26,19
"131210105342000",0,0,0,0,0
"131210105342001",0,0,0,0,0
"131210105342002",283,258,261,228,207
"131210105342003",0,0,0,0,0
"131210105342004",60,58,60,51,51
"131210105342005",13,11,11,10,10
"131210105342006",82,75,75,74,68
"131210105342007",49,44,47,39,39
"131210105342008",79,67,70,62,58
"131210105342009",9,4,6,9,6
"131210105342010",86,77,79,73,66
"131210105342011",78,69,71,47,42
"131210105342012",40,35,36,36,33
"131210105342013",0,0,0,0,0
"131210105342014",78,68,69,64,55
"131210105342015",0,0,0,0,0
"131210105342016",0,0,0,0,0
"131210105342017",0,0,0,0,0
"131210105342018",22,19,20,13,13
"131210105342019",0,0,0,0,0
"131210105342020",0,0,0,0,0
"131210105342021",0,0,0,0,0
"131210105342022",8,0,2,5,2
"131210105342023",0,0,0,0,0
"131210105342024",0,0,0,0,0
"131210105342025",0,0,0,0,0
"131210105342026",0,0,0,0,0
"131210105342027",62,60,62,47,47
"131210105343000",0,0,0,0,0
"131210105343001",169,149,150,133,114
"131210105343002",63,43,44,47,33
"131210105343003",61,34,37,44,24
"131210105343004",0,0,0,0,0
"131210105343005",10,5,6,6,5
"131210105343006",20,4,9,15,4
"131210105343007",55,49,49,32,29
"131210105343008",247,205,207,173,140
"131210105343009",34,29,29,22,17
"131210105343010",10,6,8,7,5
"131210105343011",10,0,1,10,1
"131210105343012",0,0,0,0,0
"131210105343013",0,0,0,0,0
"131210105343014",0,0,0,0,0
"131210105343015",0,0,0,0,0
"131210105343016",0,0,0,0,0
"131210105343017",0,0,0,0,0
"131210105343018",24,5,5,20,5
"131210105343019",6,3,3,2,1
"131210105343020",15,2,3,10,0
"131210105343021",0,0,0,0,0
"131210105343022",160,113,118,118,87
"131210105343023",9,0,2,8,1
"131210105343024",23,5,5,17,4
"131210105343025",14,2,3,10,2
"131210105343026",21,7,9,14,4
"131210105343027",43,11,13,40,13
"131210105351000",0,0,0,0,0
"131210105351001",578,470,482,448,359
"131210105351002",2,2,2,2,2
"131210105351003",141,103,109,125,94
"131210105351004",45,44,45,25,25
"131210105351005",90,78,83,70,66
"131210105351006",7,6,6,6,6
"131210105351007",231,197,202,176,151
"131210105351008",27,15,15,22,10
"131210105351009",20,6,7,19,6
"131210105352000",0,0,0,0,0
"131210105352001",1143,889,913,862,690
"131210105352002",39,31,31,33,25
"131210105352003",149,99,101,117,81
"131210105352004",94,86,87,64,60
"131210105352005",19,9,11,19,11
"131210105352006",5,2,2,4,2
"131210105352007",36,18,18,28,13
"131210105352008",65,37,37,51,28
"131210105352009",0,0,0,0,0
"131210105352010",25,18,19,16,13
