"brand","osm_type","osm_id","lat","lon","fips","fips_2020","county_name","state"
"Whole Foods Market","way",146701674,42.7796,-71.4965,"33011","33011","Hillsborough County","NH"
"Whole Foods Market","way",151562346,36.5834,-121.9,"06053","06053","Monterey County","CA"
"Whole Foods Market","way",152478041,40.7992,-74.4889,"34027","34027","Morris County","NJ"
"Whole Foods Market","way",153662277,38.901,-77.0491,"11001","11001","District of Columbia","DC"
"Whole Foods Market","way",154384559,39.7332,-104.976,"08031","08031","Denver County","CO"
"Whole Foods Market","way",155920402,38.9024,-77.2629,"51059","51059","Fairfax County","VA"
"Whole Foods Market","way",156575051,38.6488,-121.118,"06067","06067","Sacramento County","CA"
"Whole Foods Market","way",158923718,37.4424,-122.16,"06085","06085","Santa Clara County","CA"
"Whole Foods Market","way",168955179,41.262,-96.0686,"31055","31055","Douglas County","NE"
"Whole Foods Market","way",173185275,20.8914,-156.464,"15009","15009","Maui County","HI"
"Whole Foods Market","way",173502399,42.491,-71.273,"25017","25017","Middlesex County","MA"
"Whole Foods Market","way",181384672,41.9087,-87.6529,"17031","17031","Cook County","IL"
"Whole Foods Market","way",183068845,42.0476,-87.6796,"17031","17031","Cook County","IL"
"Whole Foods Market","way",185563808,33.46,-86.7526,"01073","01073","Jefferson County","AL"
"Whole Foods Market","way",193042057,42.258,-83.6982,"26161","26161","Washtenaw County","MI"
"Whole Foods Market","way",193915013,38.8578,-77.3778,"51059","51059","Fairfax County","VA"
"Whole Foods Market","way",194906343,37.752,-122.431,"06075","06075","San Francisco County","CA"
"Whole Foods Market","way",197000557,39.999,-86.1311,"18057","18057","Hamilton County","IN"
"Whole Foods Market","way",200861518,41.699,-86.1856,"18141","18141","St. Joseph County","IN"
"Whole Foods Market","way",200986168,40.9784,-74.1225,"34003","34003","Bergen County","NJ"
"Whole Foods Market","way",202362273,40.1079,-75.116,"42091","42091","Montgomery County","PA"
"Whole Foods Market","way",203396477,29.7069,-95.4416,"48201","48201","Harris County","TX"
"Whole Foods Market","way",207924994,29.7579,-95.3976,"48201","48201","Harris County","TX"
"Whole Foods Market","way",211226245,38.942,-104.797,"08041","08041","El Paso County","CO"
"Whole Foods Market","way",213259971,42.2986,-71.4209,"25017","25017","Middlesex County","MA"
"Whole Foods Market","way",214730506,42.3541,-71.2001,"25017","25017","Middlesex County","MA"
"Whole Foods Market","way",216308160,42.4792,-70.9049,"25009","25009","Essex County","MA"
"Whole Foods Market","way",217057355,42.3026,-71.2855,"25021","25021","Norfolk County","MA"
"Whole Foods Market","way",221648827,43.6635,-70.2585,"23005","23005","Cumberland County","ME"
"Whole Foods Market","way",222360881,25.888,-80.1656,"12086","12086","Miami-Dade County","FL"
"Whole Foods Market","way",222817007,32.8205,-96.8144,"48113","48113","Dallas County","TX"
"Whole Foods Market","way",224369921,29.7395,-95.4181,"48201","48201","Harris County","TX"
"Whole Foods Market","way",225757909,37.6478,-77.5997,"51087","51087","Henrico County","VA"
"Whole Foods Market","way",226496952,36.0234,-115.083,"32003","32003","Clark County","NV"
"Whole Foods Market","way",228246796,37.7696,-122.453,"06075","06075","San Francisco County","CA"
"Whole Foods Market","way",228751975,33.6735,-117.952,"06059","06059","Orange County","CA"
"Whole Foods Market","way",229014484,40.3082,-74.6684,"34021","34021","Mercer County","NJ"
"Whole Foods Market","way",230526493,37.7617,-121.961,"06013","06013","Contra Costa County","CA"
"Whole Foods Market","way",230622964,32.275,-110.874,"04019","04019","Pima County","AZ"
"Whole Foods Market","way",231354567,35.8994,-78.6504,"37183","37183","Wake County","NC"
"Whole Foods Market","way",231824501,33.8409,-84.3814,"13121","13121","Fulton County","GA"
"Whole Foods Market","way",236871896,43.4636,-110.794,"56039","56039","Teton County","WY"
"Whole Foods Market","way",238916680,37.555,-121.985,"06001","06001","Alameda County","CA"
"Whole Foods Market","way",240427378,37.4823,-122.232,"06081","06081","San Mateo County","CA"
"Whole Foods Market","way",252728826,37.8935,-122.117,"06013","06013","Contra Costa County","CA"
"Whole Foods Market","way",252997411,37.5579,-77.4613,"51760","51760","Richmond city","VA"
"Whole Foods Market","way",256662366,30.4629,-84.2698,"12073","12073","Leon County","FL"
"Whole Foods Market","way",259001358,40.813,-96.6391,"31109","31109","Lancaster County","NE"
"Whole Foods Market","way",260565215,33.9932,-80.9752,"45079","45079","Richland County","SC"
"Whole Foods Market","way",274572849,39.1455,-84.4471,"39061","39061","Hamilton County","OH"
"Whole Foods Market","way",281406282,39.6231,-105.092,"08059","08059","Jefferson County","CO"
"Whole Foods Market","way",285844110,33.1311,-96.6566,"48085","48085","Collin County","TX"
"Whole Foods Market","way",289493057,37.544,-122.292,"06081","06081","San Mateo County","CA"
"Whole Foods Market","way",292949230,29.4932,-98.4804,"48029","48029","Bexar County","TX"
"Whole Foods Market","way",294213897,37.8808,-122.298,"06001","06001","Alameda County","CA"
"Whole Foods Market","way",311142171,32.3365,-110.978,"04019","04019","Pima County","AZ"
"Whole Foods Market","way",311563518,35.6019,-82.5546,"37021","37021","Buncombe County","NC"
"Whole Foods Market","way",311857316,47.8199,-122.272,"53061","53061","Snohomish County","WA"
"Whole Foods Market","way",312987986,38.6271,-90.3479,"29189","29189","St. Louis County","MO"
"Whole Foods Market","way",314048805,38.0596,-78.4892,"51540","51540","Charlottesville city","VA"
"Whole Foods Market","way",315575008,26.1537,-80.1176,"12011","12011","Broward County","FL"
"Whole Foods Market","way",315788811,39.3684,-76.6499,"24510","24510","Baltimore city","MD"
"Whole Foods Market","way",316177395,41.8278,-71.3863,"44007","44007","Providence County","RI"
"Whole Foods Market","way",316907627,47.6661,-122.101,"53033","53033","King County","WA"
"Whole Foods Market","way",317697690,42.1595,-88.0441,"17097","17097","Lake County","IL"
"Whole Foods Market","way",317864729,39.9134,-105.045,"08001","08001","Adams County","CO"
"Whole Foods Market","way",318393942,42.3485,-83.0565,"26163","26163","Wayne County","MI"
"Whole Foods Market","way",322404709,35.1473,-80.8301,"37119","37119","Mecklenburg County","NC"
"Whole Foods Market","way",327778480,29.9208,-90.1177,"22071","22071","Orleans Parish","LA"
"Whole Foods Market","way",332156249,37.7058,-121.89,"06001","06001","Alameda County","CA"
"Whole Foods Market","way",332360732,45.4426,-122.802,"41067","41067","Washington County","OR"
"Whole Foods Market","way",333519611,40.5591,-105.079,"08069","08069","Larimer County","CO"
"Whole Foods Market","way",338746232,37.3322,-121.905,"06085","06085","Santa Clara County","CA"
"Whole Foods Market","way",342095878,42.1663,-87.8481,"17097","17097","Lake County","IL"
"Whole Foods Market","way",351748858,34.8635,-111.785,"04025","04025","Yavapai County","AZ"
"Whole Foods Market","way",359904398,33.9066,-118.393,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",361063278,43.6079,-116.195,"16001","16001","Ada County","ID"
"Whole Foods Market","way",361400859,34.7504,-92.4056,"05119","05119","Pulaski County","AR"
"Whole Foods Market","way",362875747,40.6749,-73.9888,"36047","36047","Kings County","NY"
"Whole Foods Market","way",365922270,38.6222,-90.5155,"29189","29189","St. Louis County","MO"
"Whole Foods Market","way",368111643,32.3546,-90.1496,"28049","28049","Hinds County","MS"
"Whole Foods Market","way",377542592,37.1038,-76.4894,"51700","51700","Newport News city","VA"
"Whole Foods Market","way",377624398,34.7123,-86.5898,"01089","01089","Madison County","AL"
"Whole Foods Market","way",380568992,37.8927,-122.055,"06013","06013","Contra Costa County","CA"
"Whole Foods Market","way",380898417,34.1878,-118.873,"06111","06111","Ventura County","CA"
"Whole Foods Market","way",381150574,40.8185,-74.2229,"34013","34013","Essex County","NJ"
"Whole Foods Market","way",382559649,30.2706,-97.7533,"48453","48453","Travis County","TX"
"Whole Foods Market","way",383020847,30.3075,-97.9377,"48453","48453","Travis County","TX"
"Whole Foods Market","way",383198584,30.4064,-97.72,"48453","48453","Travis County","TX"
"Whole Foods Market","way",385930179,35.9342,-86.825,"47187","47187","Williamson County","TN"
"Whole Foods Market","way",390854428,34.0333,-118.481,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",401016388,33.7256,-116.4,"06065","06065","Riverside County","CA"
"Whole Foods Market","way",401887681,35.5342,-97.5305,"40109","40109","Oklahoma County","OK"
"Whole Foods Market","way",402382030,36.8509,-76.0281,"51810","51810","Virginia Beach city","VA"
"Whole Foods Market","way",403724681,38.5966,-121.364,"06067","06067","Sacramento County","CA"
"Whole Foods Market","way",405578088,41.9402,-87.668,"17031","17031","Cook County","IL"
"Whole Foods Market","way",409327411,42.9546,-71.4763,"33011","33011","Hillsborough County","NH"
"Whole Foods Market","way",423035089,33.7925,-118.331,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",423478408,34.0703,-118.361,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",428273313,42.0422,-88.0368,"17031","17031","Cook County","IL"
"Whole Foods Market","way",429013525,34.1029,-118.258,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",431153093,34.1682,-118.597,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",432158888,34.1519,-118.467,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",435067144,30.1694,-95.4705,"48339","48339","Montgomery County","TX"
"Whole Foods Market","way",438908869,37.3808,-121.976,"06085","06085","Santa Clara County","CA"
"Whole Foods Market","way",440295833,34.0329,-118.495,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",454296722,32.9533,-96.8212,"48113","48113","Dallas County","TX"
"Whole Foods Market","way",456886835,35.8337,-78.8827,"37183","37183","Wake County","NC"
"Whole Foods Market","way",459274308,39.908,-74.9378,"34005","34005","Burlington County","NJ"
"Whole Foods Market","way",461791450,35.6791,-105.95,"35049","35049","Santa Fe County","NM"
"Whole Foods Market","way",465726481,32.8158,-96.7522,"48113","48113","Dallas County","TX"
"Whole Foods Market","way",465971974,40.057,-82.9096,"39049","39049","Franklin County","OH"
"Whole Foods Market","way",469493495,32.9074,-96.8031,"48113","48113","Dallas County","TX"
"Whole Foods Market","way",470654565,40.026,-105.281,"08013","08013","Boulder County","CO"
"Whole Foods Market","way",471874546,34.1509,-118.246,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",472600566,34.4125,-118.556,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",473640286,32.9012,-96.9603,"48113","48113","Dallas County","TX"
"Whole Foods Market","way",478380118,32.8687,-117.231,"06073","06073","San Diego County","CA"
"Whole Foods Market","way",480283503,40.7169,-74.2869,"34039","34039","Union County","NJ"
"Whole Foods Market","way",481219262,32.1877,-80.7166,"45013","45013","Beaufort County","SC"
"Whole Foods Market","way",481306773,33.0728,-97.0847,"48121","48121","Denton County","TX"
"Whole Foods Market","way",483134460,36.1136,-94.1465,"05143","05143","Washington County","AR"
"Whole Foods Market","way",485352103,29.6132,-98.5111,"48029","48029","Bexar County","TX"
"Whole Foods Market","way",486822475,32.9988,-96.6987,"48085","48085","Collin County","TX"
"Whole Foods Market","way",504318376,44.0563,-121.266,"41017","41017","Deschutes County","OR"
"Whole Foods Market","way",505414293,33.7862,-84.3885,"13121","13121","Fulton County","GA"
"Whole Foods Market","way",506375127,42.0109,-87.825,"17031","17031","Cook County","IL"
"Whole Foods Market","way",509111355,33.5439,-117.784,"06059","06059","Orange County","CA"
"Whole Foods Market","way",515059435,35.0532,-80.7673,"37119","37119","Mecklenburg County","NC"
"Whole Foods Market","way",520300251,26.7207,-80.0893,"12099","12099","Palm Beach County","FL"
"Whole Foods Market","way",539285148,40.0021,-75.2755,"42091","42091","Montgomery County","PA"
"Whole Foods Market","way",542345175,39.7187,-104.958,"08031","08031","Denver County","CO"
"Whole Foods Market","way",543405062,29.9985,-95.5622,"48201","48201","Harris County","TX"
"Whole Foods Market","way",544722637,37.9026,-122.526,"06041","06041","Marin County","CA"
"Whole Foods Market","way",547339530,40.3461,-80.058,"42003","42003","Allegheny County","PA"
"Whole Foods Market","way",547344486,30.3904,-86.4202,"12091","12091","Okaloosa County","FL"
"Whole Foods Market","way",551557077,34.2137,-77.9007,"37129","37129","New Hanover County","NC"
"Whole Foods Market","way",553841488,40.7273,-111.547,"49043","49043","Summit County","UT"
"Whole Foods Market","way",554726265,41.111,-81.5713,"39153","39153","Summit County","OH"
"Whole Foods Market","way",555259415,30.5359,-97.8177,"48491","48491","Williamson County","TX"
"Whole Foods Market","way",555856332,40.8247,-73.9741,"34003","34003","Bergen County","NJ"
"Whole Foods Market","way",555892536,47.2272,-122.536,"53053","53053","Pierce County","WA"
"Whole Foods Market","way",556480183,34.0695,-84.2784,"13121","13121","Fulton County","GA"
"Whole Foods Market","way",563712777,40.0301,-75.6279,"42029","42029","Chester County","PA"
"Whole Foods Market","way",567035280,32.0431,-81.0714,"13051","13051","Chatham County","GA"
"Whole Foods Market","way",583606969,42.2754,-71.7467,"25027","25027","Worcester County","MA"
"Whole Foods Market","way",584207726,42.6822,-83.1917,"26125","26125","Oakland County","MI"
"Whole Foods Market","way",590835651,44.9433,-92.9304,"27163","27163","Washington County","MN"
"Whole Foods Market","way",599073376,30.161,-92.0518,"22055","22055","Lafayette Parish","LA"
"Whole Foods Market","way",607986770,40.5763,-74.5626,"34035","34035","Somerset County","NJ"
"Whole Foods Market","way",610073242,36.8091,-119.805,"06019","06019","Fresno County","CA"
"Whole Foods Market","way",622445687,37.9777,-84.5285,"21067","21067","Fayette County","KY"
"Whole Foods Market","way",622476793,41.8175,-87.9168,"17031","17031","Cook County","IL"
"Whole Foods Market","way",623679858,26.0064,-80.3497,"12011","12011","Broward County","FL"
"Whole Foods Market","way",629847174,36.105,-95.9733,"40143","40143","Tulsa County","OK"
"Whole Foods Market","way",631060464,33.9177,-84.3798,"13121","13121","Fulton County","GA"
"Whole Foods Market","way",631062210,33.981,-84.4279,"13067","13067","Cobb County","GA"
"Whole Foods Market","way",631068476,33.9975,-84.5896,"13067","13067","Cobb County","GA"
"Whole Foods Market","way",639850184,31.8341,-106.548,"48141","48141","El Paso County","TX"
"Whole Foods Market","way",648808072,32.7669,-97.0991,"48439","48439","Tarrant County","TX"
"Whole Foods Market","way",659594856,26.5481,-81.8424,"12071","12071","Lee County","FL"
"Whole Foods Market","way",660880708,41.7177,-87.6847,"17031","17031","Cook County","IL"
"Whole Foods Market","way",668139271,40.7535,-74.4055,"34027","34027","Morris County","NJ"
"Whole Foods Market","way",669206207,40.1828,-75.4524,"42091","42091","Montgomery County","PA"
"Whole Foods Market","way",670116630,40.1884,-75.2274,"42091","42091","Montgomery County","PA"
"Whole Foods Market","way",677576821,42.5467,-83.1944,"26125","26125","Oakland County","MI"
"Whole Foods Market","way",686767367,39.988,-75.4037,"42045","42045","Delaware County","PA"
"Whole Foods Market","way",686994857,42.2412,-87.9438,"17097","17097","Lake County","IL"
"Whole Foods Market","way",698958702,40.5398,-74.366,"34023","34023","Middlesex County","NJ"
"Whole Foods Market","way",704223446,38.2413,-122.635,"06097","06097","Sonoma County","CA"
"Whole Foods Market","way",707489327,42.7282,-84.453,"26065","26065","Ingham County","MI"
"Whole Foods Market","way",717833904,33.8297,-118.144,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",723914171,30.0018,-90.1589,"22051","22051","Jefferson Parish","LA"
"Whole Foods Market","way",725139033,34.123,-117.692,"06071","06071","San Bernardino County","CA"
"Whole Foods Market","way",733672614,36.1565,-86.7887,"47037","47037","Davidson County","TN"
"Whole Foods Market","way",743744300,33.7573,-118.111,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",743751016,40.9924,-73.6755,"36119","36119","Westchester County","NY"
"Whole Foods Market","way",750300257,37.2493,-121.877,"06085","06085","Santa Clara County","CA"
"Whole Foods Market","way",757464559,42.9789,-78.8169,"36029","36029","Erie County","NY"
"Whole Foods Market","way",757719717,42.3615,-71.432,"25017","25017","Middlesex County","MA"
"Whole Foods Market","way",762328694,39.7374,-105.161,"08059","08059","Jefferson County","CO"
"Whole Foods Market","way",769592312,38.9471,-119.959,"06017","06017","El Dorado County","CA"
"Whole Foods Market","way",775827045,37.8131,-122.261,"06001","06001","Alameda County","CA"
"Whole Foods Market","way",795113473,34.1507,-118.445,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",796917646,26.4391,-80.0796,"12099","12099","Palm Beach County","FL"
"Whole Foods Market","way",814798330,21.3938,-157.743,"15003","15003","Honolulu County","HI"
"Whole Foods Market","way",831553800,33.9104,-117.851,"06059","06059","Orange County","CA"
"Whole Foods Market","way",832411376,34.276,-118.575,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",837275930,33.6463,-117.744,"06059","06059","Orange County","CA"
"Whole Foods Market","way",847026704,47.7117,-122.18,"53033","53033","King County","WA"
"Whole Foods Market","way",850313981,30.1852,-81.6256,"12031","12031","Duval County","FL"
"Whole Foods Market","way",852230354,32.3586,-86.173,"01101","01101","Montgomery County","AL"
"Whole Foods Market","way",858675080,33.6538,-111.927,"04013","04013","Maricopa County","AZ"
"Whole Foods Market","way",884335286,40.7424,-73.6086,"36059","36059","Nassau County","NY"
"Whole Foods Market","way",920591240,41.5192,-87.4705,"18089","18089","Lake County","IN"
"Whole Foods Market","way",960187271,38.8597,-77.0494,"51013","51013","Arlington County","VA"
"Whole Foods Market","way",962709473,30.3905,-90.0859,"22103","22103","St. Tammany Parish","LA"
"Whole Foods Market","way",963241606,41.5008,-81.5369,"39035","39035","Cuyahoga County","OH"
"Whole Foods Market","way",972902493,41.4501,-81.4848,"39035","39035","Cuyahoga County","OH"
"Whole Foods Market","way",979806001,41.8119,-72.838,"09110","09003","Capitol Planning Region","CT"
"Whole Foods Market","way",993285311,33.8501,-84.4295,"13121","13121","Fulton County","GA"
"Whole Foods Market","way",1002815771,40.8754,-74.432,"34027","34027","Morris County","NJ"
"Whole Foods Market","way",1015956813,39.4235,-104.878,"08035","08035","Douglas County","CO"
"Whole Foods Market","way",1021974047,33.7926,-84.2843,"13089","13089","DeKalb County","GA"
"Whole Foods Market","way",1023459277,40.352,-74.3096,"34025","34025","Monmouth County","NJ"
"Whole Foods Market","way",1051431996,42.5735,-70.8797,"25009","25009","Essex County","MA"
"Whole Foods Market","way",1053144830,33.8474,-118.39,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",1074623234,34.0385,-118.686,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","way",1095030878,35.4441,-80.8716,"37119","37119","Mecklenburg County","NC"
"Whole Foods Market","way",1124708362,35.1464,-106.556,"35001","35001","Bernalillo County","NM"
"Whole Foods Market","way",1188500008,40.0655,-76.3131,"42071","42071","Lancaster County","PA"
"Whole Foods Market","way",1218535991,35.0889,-89.8021,"47157","47157","Shelby County","TN"
"Whole Foods Market","way",1339742495,41.7491,-88.2,"17043","17043","DuPage County","IL"
"Whole Foods Market","way",1355282392,39.5886,-106.101,"08117","08117","Summit County","CO"
"Whole Foods Market","way",1369903558,40.289,-74.0558,"34025","34025","Monmouth County","NJ"
"Whole Foods Market","way",1373240665,35.1027,-106.602,"35001","35001","Bernalillo County","NM"
"Whole Foods Market","way",1411599265,37.7092,-97.228,"20173","20173","Sedgwick County","KS"
"Whole Foods Market","way",1434439164,36.1454,-115.328,"32003","32003","Clark County","NV"
"Whole Foods Market","way",1443039516,28.2645,-80.7237,"12009","12009","Brevard County","FL"
"Whole Foods Market","way",1482926510,39.5595,-104.775,"08035","08035","Douglas County","CO"
"Whole Foods Market","relation",12010515,26.3659,-80.1146,"12099","12099","Palm Beach County","FL"
"Whole Foods Market","relation",19305728,36.0306,-95.9237,"40143","40143","Tulsa County","OK"
"Cracker Barrel","node",419242297,40.3028,-76.846,"42043","42043","Dauphin County","PA"
"Cracker Barrel","node",645519820,34.711,-82.2481,"45045","45045","Greenville County","SC"
"Cracker Barrel","node",801568295,35.5285,-108.764,"35031","35031","McKinley County","NM"
"Cracker Barrel","node",894539570,32.6455,-85.3529,"01081","01081","Lee County","AL"
"Cracker Barrel","node",894860498,33.9104,-84.2089,"13135","13135","Gwinnett County","GA"
"Cracker Barrel","node",895041542,34.1188,-83.7634,"13157","13157","Jackson County","GA"
"Cracker Barrel","node",895260859,34.5748,-82.7083,"45007","45007","Anderson County","SC"
"Cracker Barrel","node",1073430378,33.9131,-84.2077,"13135","13135","Gwinnett County","GA"
"Cracker Barrel","node",1133352339,35.9604,-86.8165,"47187","47187","Williamson County","TN"
"Cracker Barrel","node",1285970273,33.4833,-80.4736,"45075","45075","Orangeburg County","SC"
"Cracker Barrel","node",1333933332,33.0376,-80.1532,"45015","45015","Berkeley County","SC"
"Cracker Barrel","node",1355629751,43.9875,-75.9432,"36045","36045","Jefferson County","NY"
"Cracker Barrel","node",1384987296,33.3655,-87.0036,"01073","01073","Jefferson County","AL"
"Cracker Barrel","node",1423520079,35.5621,-82.6363,"37021","37021","Buncombe County","NC"
"Cracker Barrel","node",1559998166,37.7707,-84.3138,"21151","21151","Madison County","KY"
"Cracker Barrel","node",1647114423,41.9322,-72.6063,"09110","09003","Capitol Planning Region","CT"
"Cracker Barrel","node",2061717267,42.0491,-80.0855,"42049","42049","Erie County","PA"
"Cracker Barrel","node",2169090460,36.6301,-82.1186,"51520","51520","Bristol city","VA"
"Cracker Barrel","node",2436118730,42.8865,-85.7814,"26081","26081","Kent County","MI"
"Cracker Barrel","node",2450054190,33.6478,-86.8309,"01073","01073","Jefferson County","AL"
"Cracker Barrel","node",2503424780,40.185,-80.225,"42125","42125","Washington County","PA"
"Cracker Barrel","node",2620543933,38.4044,-78.9067,"51660","51660","Harrisonburg city","VA"
"Cracker Barrel","node",2658548895,32.0045,-81.2778,"13051","13051","Chatham County","GA"
"Cracker Barrel","node",2677416324,37.5679,-84.3101,"21151","21151","Madison County","KY"
"Cracker Barrel","node",2678014939,37.8255,-92.1453,"29169","29169","Pulaski County","MO"
"Cracker Barrel","node",2690748793,39.4413,-80.169,"54049","54049","Marion County","WV"
"Cracker Barrel","node",2936255309,38.3135,-81.5669,"54039","54039","Kanawha County","WV"
"Cracker Barrel","node",3140881670,36.7148,-78.1181,"51117","51117","Mecklenburg County","VA"
"Cracker Barrel","node",3219163410,38.1891,-85.2108,"21211","21211","Shelby County","KY"
"Cracker Barrel","node",3282389161,30.6651,-87.8512,"01003","01003","Baldwin County","AL"
"Cracker Barrel","node",3447012526,30.2814,-89.7491,"22103","22103","St. Tammany Parish","LA"
"Cracker Barrel","node",4072529955,36.9314,-86.4183,"21227","21227","Warren County","KY"
"Cracker Barrel","node",4248250106,30.2492,-92.0374,"22055","22055","Lafayette Parish","LA"
"Cracker Barrel","node",4340113950,43.6148,-116.595,"16027","16027","Canyon County","ID"
"Cracker Barrel","node",4691554187,32.267,-90.1376,"28121","28121","Rankin County","MS"
"Cracker Barrel","node",4938688125,41.2427,-76.8336,"42081","42081","Lycoming County","PA"
"Cracker Barrel","node",4950773731,32.3412,-90.8421,"28149","28149","Warren County","MS"
"Cracker Barrel","node",5047048887,36.3242,-86.7029,"47037","47037","Davidson County","TN"
"Cracker Barrel","node",5105132355,30.4396,-88.5304,"28059","28059","Jackson County","MS"
"Cracker Barrel","node",5267390664,36.0689,-79.4954,"37001","37001","Alamance County","NC"
"Cracker Barrel","node",5272716641,34.0318,-81.1235,"45063","45063","Lexington County","SC"
"Cracker Barrel","node",5276451427,39.8016,-86.0122,"18097","18097","Marion County","IN"
"Cracker Barrel","node",5353377236,34.0912,-81.1625,"45079","45079","Richland County","SC"
"Cracker Barrel","node",5980376208,33.5555,-80.8231,"45075","45075","Orangeburg County","SC"
"Cracker Barrel","node",6133775169,38.7165,-90.7019,"29183","29183","St. Charles County","MO"
"Cracker Barrel","node",6173762585,33.6817,-112.114,"04013","04013","Maricopa County","AZ"
"Cracker Barrel","node",6329566255,27.0179,-82.0493,"12015","12015","Charlotte County","FL"
"Cracker Barrel","node",6376219653,34.4389,-85.7495,"01049","01049","DeKalb County","AL"
"Cracker Barrel","node",6582274724,35.2967,-78.5984,"37085","37085","Harnett County","NC"
"Cracker Barrel","node",6662813876,36.8184,-76.4379,"51550","51550","Chesapeake city","VA"
"Cracker Barrel","node",6673012719,33.4348,-111.868,"04013","04013","Maricopa County","AZ"
"Cracker Barrel","node",6673032738,31.6162,-84.2117,"13095","13095","Dougherty County","GA"
"Cracker Barrel","node",6681239381,38.5742,-89.927,"17163","17163","St. Clair County","IL"
"Cracker Barrel","node",6689789890,32.1129,-81.236,"13051","13051","Chatham County","GA"
"Cracker Barrel","node",6761080741,43.5885,-116.275,"16001","16001","Ada County","ID"
"Cracker Barrel","node",6806369164,40.4102,-104.994,"08069","08069","Larimer County","CO"
"Cracker Barrel","node",6927773921,37.5282,-77.3562,"51087","51087","Henrico County","VA"
"Cracker Barrel","node",6928041522,30.4368,-89.0937,"28047","28047","Harrison County","MS"
"Cracker Barrel","node",6984010513,34.2441,-77.8728,"37129","37129","New Hanover County","NC"
"Cracker Barrel","node",6991069739,34.2062,-84.7637,"13015","13015","Bartow County","GA"
"Cracker Barrel","node",7142098720,33.6407,-86.6154,"01073","01073","Jefferson County","AL"
"Cracker Barrel","node",7193598550,39.7152,-89.6411,"17167","17167","Sangamon County","IL"
"Cracker Barrel","node",7259077210,35.9465,-83.2067,"47029","47029","Cocke County","TN"
"Cracker Barrel","node",7382718587,36.0829,-86.7624,"47037","47037","Davidson County","TN"
"Cracker Barrel","node",7508851137,28.8142,-81.3355,"12117","12117","Seminole County","FL"
"Cracker Barrel","node",7618396660,34.4449,-83.1244,"13119","13119","Franklin County","GA"
"Cracker Barrel","node",7731853162,35.6078,-78.5616,"37101","37101","Johnston County","NC"
"Cracker Barrel","node",7816414317,28.4664,-81.309,"12095","12095","Orange County","FL"
"Cracker Barrel","node",8023489844,36.9782,-84.1127,"21125","21125","Laurel County","KY"
"Cracker Barrel","node",8113492023,35.1963,-111.618,"04005","04005","Coconino County","AZ"
"Cracker Barrel","node",8157804642,35.6707,-88.8346,"47113","47113","Madison County","TN"
"Cracker Barrel","node",8279922472,34.2056,-82.1905,"45047","45047","Greenwood County","SC"
"Cracker Barrel","node",8373438104,33.0362,-97.0013,"48121","48121","Denton County","TX"
"Cracker Barrel","node",8476763324,41.6223,-80.1744,"42039","42039","Crawford County","PA"
"Cracker Barrel","node",8603464356,40.0004,-81.5761,"39059","39059","Guernsey County","OH"
"Cracker Barrel","node",8603464357,40.0005,-81.5762,"39059","39059","Guernsey County","OH"
"Cracker Barrel","node",8616807361,32.2897,-106.788,"35013","35013","Doña Ana County","NM"
"Cracker Barrel","node",8892909213,41.4225,-81.7607,"39035","39035","Cuyahoga County","OH"
"Cracker Barrel","node",9215186695,29.9805,-95.4236,"48201","48201","Harris County","TX"
"Cracker Barrel","node",9254694720,45.7472,-108.559,"30111","30111","Yellowstone County","MT"
"Cracker Barrel","node",9351959385,34.2157,-119.068,"06111","06111","Ventura County","CA"
"Cracker Barrel","node",9718581587,35.9123,-86.823,"47187","47187","Williamson County","TN"
"Cracker Barrel","node",9786866959,38.6865,-84.6031,"21081","21081","Grant County","KY"
"Cracker Barrel","node",9786866960,38.6867,-84.6031,"21081","21081","Grant County","KY"
"Cracker Barrel","node",9828345356,34.3004,-86.2756,"01095","01095","Marshall County","AL"
"Cracker Barrel","node",9945967545,35.2962,-82.4085,"37089","37089","Henderson County","NC"
"Cracker Barrel","node",10005620322,38.6123,-90.0479,"17163","17163","St. Clair County","IL"
"Cracker Barrel","node",10294709201,34.6418,-79.0172,"37155","37155","Robeson County","NC"
"Cracker Barrel","node",10311354230,36.2399,-80.8154,"37197","37197","Yadkin County","NC"
"Cracker Barrel","node",10775568005,34.188,-93.0724,"05019","05019","Clark County","AR"
"Cracker Barrel","node",10872810136,34.9646,-90.0013,"28033","28033","DeSoto County","MS"
"Cracker Barrel","node",11371503773,29.9804,-95.4237,"48201","48201","Harris County","TX"
