"st","part","status","x","y"
"GA",174,"retained",617.1,460.1
"GA",174,"retained",617.1,460.5
"GA",174,"retained",617.2,460.7
"GA",174,"retained",617.2,460.9
"GA",174,"retained",617.2,461.1
"GA",174,"retained",617.2,461.2
"GA",174,"retained",617.2,461.5
"GA",174,"retained",617.2,461.6
"GA",174,"retained",617.1,461.7
"GA",174,"retained",617,462
"GA",174,"retained",617.1,462.1
"GA",174,"retained",617.1,462.2
"GA",174,"retained",617.1,462.3
"GA",174,"retained",617,462.4
"GA",174,"retained",617.1,462.5
"GA",174,"retained",617,462.5
"GA",174,"retained",617.1,462.7
"GA",174,"retained",617.2,462.9
"GA",174,"retained",617.2,463
"GA",174,"retained",617.1,463.2
"GA",174,"retained",617.1,463.3
"GA",174,"retained",617,463.3
"GA",174,"retained",616.6,463.4
"GA",174,"retained",616.2,463.3
"GA",174,"retained",616.1,463.3
"GA",174,"retained",615.8,463.5
"GA",174,"retained",615.2,463.6
"GA",174,"retained",614.7,462.9
"GA",174,"retained",614.6,462.8
"GA",174,"retained",614.5,462.8
"GA",174,"retained",614.5,462.6
"GA",174,"retained",614.5,462.2
"GA",174,"retained",614.5,462
"GA",174,"retained",614.1,461.2
"GA",174,"retained",613.9,460.9
"GA",174,"retained",613.8,460.8
"GA",174,"retained",613.8,460.6
"GA",174,"retained",613.8,460.5
"GA",174,"retained",613.8,460.4
"GA",174,"retained",613.8,460.3
"GA",174,"retained",614.1,460.1
"GA",174,"retained",613.7,460.1
"GA",174,"retained",613.5,460.1
"GA",174,"retained",613.3,460.2
"GA",174,"retained",612.9,460.2
"GA",174,"retained",612.4,460.2
"GA",174,"retained",611.6,460.2
"GA",174,"retained",611,460.3
"GA",174,"retained",610.8,460.3
"GA",174,"retained",610.5,460.3
"GA",174,"retained",610.2,460.3
"GA",174,"retained",609.3,460.4
"GA",174,"retained",609.1,460.4
"GA",174,"retained",608.8,460.5
"GA",174,"retained",608.7,460.5
"GA",174,"retained",608.5,460.5
"GA",174,"retained",608.3,460.5
"GA",174,"retained",608.2,460.5
"GA",174,"retained",606.2,449.8
"GA",174,"retained",613.6,441.8
"GA",174,"retained",627.5,445.9
"GA",175,"retained",595.5,445
"GA",175,"retained",606.2,449.8
"GA",175,"retained",608.2,460.5
"GA",175,"retained",607.7,460.5
"GA",175,"retained",607.6,460.5
"GA",175,"retained",607.2,460.6
"GA",175,"retained",606.9,460.6
"GA",175,"retained",606.7,460.6
"GA",175,"retained",603.9,460.8
"GA",175,"retained",603.2,460.9
"GA",175,"retained",602.9,460.9
"GA",175,"retained",602.4,460.9
"GA",175,"retained",601.9,460.9
"GA",175,"retained",601.8,460.9
"GA",175,"retained",601.4,461
"GA",175,"retained",601,461
"GA",175,"retained",600.5,461
"GA",175,"retained",600.3,461
"GA",175,"retained",599.8,461.1
"GA",175,"retained",599.6,461.1
"GA",175,"retained",598.9,461.2
"GA",175,"retained",598.6,461.2
"GA",175,"retained",597.9,461.2
"GA",175,"retained",597.6,461.2
"GA",175,"retained",597.2,461.2
"GA",175,"retained",596.9,461.3
"GA",175,"retained",596.7,461.3
"GA",175,"retained",596.2,461.3
"GA",175,"retained",595.8,461.4
"GA",175,"retained",595.5,461.4
"GA",175,"retained",595.1,461.4
"GA",175,"retained",593.6,461.5
"GA",175,"retained",593.2,461.5
"GA",175,"retained",592.1,461.6
"GA",175,"retained",591.8,461.6
"GA",175,"retained",591.6,461.6
"GA",175,"retained",591.1,461.7
"GA",175,"retained",590.6,461.7
"GA",175,"retained",590.3,461.7
"GA",175,"retained",590.1,461.7
"GA",175,"retained",589.7,461.7
"GA",175,"retained",589.5,461.8
"GA",175,"retained",589.4,461.8
"GA",175,"retained",589,461.8
"GA",175,"retained",588.5,461.9
"GA",175,"retained",587.4,461.9
"GA",175,"retained",587,461.9
"GA",175,"retained",586.9,461.9
"GA",175,"retained",587.4,452.2
"GA",175,"retained",595.5,445
"GA",176,"outline",617,463.3
"GA",176,"outline",617.1,463.3
"GA",176,"outline",617.1,463.2
"GA",176,"outline",617.2,463
"GA",176,"outline",617.2,462.9
"GA",176,"outline",617.1,462.7
"GA",176,"outline",617,462.5
"GA",176,"outline",617.1,462.5
"GA",176,"outline",617,462.4
"GA",176,"outline",617.1,462.3
"GA",176,"outline",617.1,462.2
"GA",176,"outline",617.1,462.1
"GA",176,"outline",617,462
"GA",176,"outline",617.1,461.7
"GA",176,"outline",617.2,461.6
"GA",176,"outline",617.2,461.2
"GA",176,"outline",617.2,461.1
"GA",176,"outline",617.2,460.9
"GA",176,"outline",617.2,460.7
"GA",176,"outline",617.1,460.5
"GA",176,"outline",617.1,460.1
"GA",176,"outline",617.1,460
"GA",176,"outline",617.2,459.7
"GA",176,"outline",617.1,459.6
"GA",176,"outline",617.1,459.5
"GA",176,"outline",617.1,459.4
"GA",176,"outline",617,459.3
"GA",176,"outline",616.9,459.1
"GA",176,"outline",616.8,459
"GA",176,"outline",616.7,459
"GA",176,"outline",616.7,458.8
"GA",176,"outline",616.6,458.8
"GA",176,"outline",616.6,458.7
"GA",176,"outline",616.5,458.6
"GA",176,"outline",616.4,458.3
"GA",176,"outline",616.2,457.9
"GA",176,"outline",616.2,457.8
"GA",176,"outline",616.2,457.7
"GA",176,"outline",616.4,457.3
"GA",176,"outline",616.3,457.2
"GA",176,"outline",616.2,456.9
"GA",176,"outline",616.2,456.6
"GA",176,"outline",616.2,456.5
"GA",176,"outline",616.4,456.5
"GA",176,"outline",616.6,456.3
"GA",176,"outline",616.5,456.2
"GA",176,"outline",616.4,456.2
"GA",176,"outline",616.4,455.8
"GA",176,"outline",616.5,455.8
"GA",176,"outline",616.7,455.8
"GA",176,"outline",616.8,455.9
"GA",176,"outline",616.9,455.9
"GA",176,"outline",617,456
"GA",176,"outline",617.1,456
"GA",176,"outline",617.1,455.9
"GA",176,"outline",617.1,455.8
"GA",176,"outline",617.1,455.7
"GA",176,"outline",617.2,455.7
"GA",176,"outline",617.2,455.6
"GA",176,"outline",617.2,455.5
"GA",176,"outline",617.1,455.4
"GA",176,"outline",617.2,455.4
"GA",176,"outline",617.2,455.3
"GA",176,"outline",617.1,455.3
"GA",176,"outline",617.1,455.2
"GA",176,"outline",618,454.9
"GA",176,"outline",619,455.4
"GA",176,"outline",619,455.5
"GA",176,"outline",619.1,455.5
"GA",176,"outline",619.2,455.5
"GA",176,"outline",619.2,455.4
"GA",176,"outline",619.3,455.4
"GA",176,"outline",619.3,455.5
"GA",176,"outline",619.3,455.4
"GA",176,"outline",619.5,455.4
"GA",176,"outline",619.5,455.3
"GA",176,"outline",619.6,455.4
"GA",176,"outline",619.7,455.5
"GA",176,"outline",619.7,455.4
"GA",176,"outline",619.8,455.4
"GA",176,"outline",619.8,455.5
"GA",176,"outline",619.9,455.5
"GA",176,"outline",619.9,455.6
"GA",176,"outline",619.9,455.7
"GA",176,"outline",620,455.7
"GA",176,"outline",620,455.8
"GA",176,"outline",620.1,455.7
"GA",176,"outline",620.1,455.6
"GA",176,"outline",620.1,455.5
"GA",176,"outline",620.2,455.5
"GA",176,"outline",620.3,455.5
"GA",176,"outline",620.3,455.6
"GA",176,"outline",620.4,455.6
"GA",176,"outline",620.5,455.7
"GA",176,"outline",620.6,455.7
"GA",176,"outline",620.6,455.8
"GA",176,"outline",620.7,455.8
"GA",176,"outline",621,455.9
"GA",176,"outline",621.1,455.8
"GA",176,"outline",621.2,455.9
"GA",176,"outline",621.3,455.8
"GA",176,"outline",621.4,455.8
"GA",176,"outline",621.4,455.9
"GA",176,"outline",621.9,455.8
"GA",176,"outline",621.9,456
"GA",176,"outline",622.3,455.9
"GA",176,"outline",622.4,455.9
"GA",176,"outline",623.1,456
"GA",176,"outline",623.2,456
"GA",176,"outline",623.3,456
"GA",176,"outline",623.5,456
"GA",176,"outline",623.6,456
"GA",176,"outline",623.8,455.9
"GA",176,"outline",623.9,455.9
"GA",176,"outline",624.7,456
"GA",176,"outline",624.9,456
"GA",176,"outline",626.6,455.7
"GA",176,"outline",625.6,454.8
"GA",176,"outline",626.1,452.6
"GA",176,"outline",626,451.9
"GA",176,"outline",626.4,450.8
"GA",176,"outline",625.8,450.4
"GA",176,"outline",625.7,449.7
"GA",176,"outline",626.3,449.2
"GA",176,"outline",626.2,447.9
"GA",176,"outline",627,447.5
"GA",176,"outline",627.5,445.7
"GA",176,"outline",627.3,443.7
"GA",176,"outline",627,443.4
"GA",176,"outline",627.5,442.1
"GA",176,"outline",628.2,440.9
"GA",176,"outline",628.2,439
"GA",176,"outline",628.3,438.1
"GA",176,"outline",629.2,436.1
"GA",176,"outline",629.6,435.8
"GA",176,"outline",630.5,433.8
"GA",176,"outline",631.3,432.8
"GA",176,"outline",631.3,432.2
"GA",176,"outline",630.2,431.6
"GA",176,"outline",629.7,431.7
"GA",176,"outline",627.7,431
"GA",176,"outline",627.6,431.1
"GA",176,"outline",627.4,431.2
"GA",176,"outline",627.3,431.2
"GA",176,"outline",626.6,431.1
"GA",176,"outline",626.3,431
"GA",176,"outline",626.3,430.9
"GA",176,"outline",626,430.2
"GA",176,"outline",625.9,430.2
"GA",176,"outline",625.9,430.1
"GA",176,"outline",625.8,430
"GA",176,"outline",625.6,429.3
"GA",176,"outline",625.6,429.2
"GA",176,"outline",625.5,429.2
"GA",176,"outline",625.4,429.2
"GA",176,"outline",625.4,429.1
"GA",176,"outline",625.4,429
"GA",176,"outline",625.2,428.7
"GA",176,"outline",625.4,428.7
"GA",176,"outline",625.4,428.6
"GA",176,"outline",625.3,428.6
"GA",176,"outline",625.3,428.5
"GA",176,"outline",625.4,428.5
"GA",176,"outline",625.3,428.5
"GA",176,"outline",625.3,428.4
"GA",176,"outline",625.4,428.4
"GA",176,"outline",625.4,428.3
"GA",176,"outline",625.4,428.2
"GA",176,"outline",625.4,428.3
"GA",176,"outline",625.5,428.3
"GA",176,"outline",625.5,428.2
"GA",176,"outline",625.5,428.1
"GA",176,"outline",625.6,428.1
"GA",176,"outline",625.6,428
"GA",176,"outline",625.6,427.9
"GA",176,"outline",625.6,427.8
"GA",176,"outline",625.6,427.7
"GA",176,"outline",625.6,427.6
"GA",176,"outline",625.5,427.6
"GA",176,"outline",625.4,427.6
"GA",176,"outline",625.4,427.5
"GA",176,"outline",625.4,427.4
"GA",176,"outline",625.4,427.3
"GA",176,"outline",625.3,427.3
"GA",176,"outline",625.2,427.3
"GA",176,"outline",625.3,427.3
"GA",176,"outline",625.3,427.2
"GA",176,"outline",625.3,427.1
"GA",176,"outline",625.4,427.1
"GA",176,"outline",625.4,427
"GA",176,"outline",625.3,427
"GA",176,"outline",625.3,427.1
"GA",176,"outline",625.2,427
"GA",176,"outline",625.2,426.9
"GA",176,"outline",625.1,426.9
"GA",176,"outline",624.7,426.7
"GA",176,"outline",624.5,426.5
"GA",176,"outline",624.5,426.4
"GA",176,"outline",624.2,426
"GA",176,"outline",624.1,425.9
"GA",176,"outline",624,425.8
"GA",176,"outline",624,425
"GA",176,"outline",622.8,424.1
"GA",176,"outline",622.8,424
"GA",176,"outline",622.7,424
"GA",176,"outline",622.6,424
"GA",176,"outline",622.7,424
"GA",176,"outline",622.7,423.9
"GA",176,"outline",622.7,423.8
"GA",176,"outline",622.6,423.8
"GA",176,"outline",622.6,423.7
"GA",176,"outline",622.6,423.6
"GA",176,"outline",622.5,423.6
"GA",176,"outline",622.5,423.7
"GA",176,"outline",622.5,423.8
"GA",176,"outline",622.5,423.7
"GA",176,"outline",622.5,423.6
"GA",176,"outline",622.4,423.6
"GA",176,"outline",622.4,423.7
"GA",176,"outline",622.4,423.8
"GA",176,"outline",622.3,423.7
"GA",176,"outline",622.3,423.6
"GA",176,"outline",622.2,423.6
"GA",176,"outline",622.1,423.6
"GA",176,"outline",622,423.7
"GA",176,"outline",621.9,423.7
"GA",176,"outline",621.8,423.6
"GA",176,"outline",621.7,423.6
"GA",176,"outline",621.6,423.6
"GA",176,"outline",621.5,423.6
"GA",176,"outline",621.4,423.6
"GA",176,"outline",621.4,423.5
"GA",176,"outline",621.4,423.4
"GA",176,"outline",621.4,423.5
"GA",176,"outline",621.3,423.5
"GA",176,"outline",621.2,423.5
"GA",176,"outline",621.3,423.4
"GA",176,"outline",621.2,423.4
"GA",176,"outline",621.2,423.3
"GA",176,"outline",621.1,423.3
"GA",176,"outline",621,423.3
"GA",176,"outline",620.9,423.2
"GA",176,"outline",620.6,422.9
"GA",176,"outline",620.5,422.8
"GA",176,"outline",620.4,422.8
"GA",176,"outline",620.4,422.6
"GA",176,"outline",620.5,422.1
"GA",176,"outline",620.5,421.8
"GA",176,"outline",620.4,421.7
"GA",176,"outline",620.2,420.7
"GA",176,"outline",620.2,420.6
"GA",176,"outline",619.9,420.3
"GA",176,"outline",619.8,420.3
"GA",176,"outline",619.8,420.1
"GA",176,"outline",619.8,420
"GA",176,"outline",619.9,420.1
"GA",176,"outline",619.9,420
"GA",176,"outline",619.9,419.9
"GA",176,"outline",619.9,419.8
"GA",176,"outline",619.8,419.8
"GA",176,"outline",619.8,419.7
"GA",176,"outline",619.9,419.7
"GA",176,"outline",619.8,419.6
"GA",176,"outline",619.9,419.4
"GA",176,"outline",619.9,419.5
"GA",176,"outline",619.8,419.5
"GA",176,"outline",619.7,419.5
"GA",176,"outline",619.7,419.4
"GA",176,"outline",619.8,419.4
"GA",176,"outline",619.8,419.3
"GA",176,"outline",619.7,419.3
"GA",176,"outline",619.8,419.3
"GA",176,"outline",619.8,419.2
"GA",176,"outline",619.8,419.1
"GA",176,"outline",619.7,419.1
"GA",176,"outline",619.6,419
"GA",176,"outline",619.5,419
"GA",176,"outline",619.5,419.1
"GA",176,"outline",619.5,419
"GA",176,"outline",619.4,419
"GA",176,"outline",619.3,419
"GA",176,"outline",619.3,419.1
"GA",176,"outline",619.2,419
"GA",176,"outline",619.3,419
"GA",176,"outline",619.2,419
"GA",176,"outline",619.3,418.7
"GA",176,"outline",619.3,418.6
"GA",176,"outline",619.2,418.6
"GA",176,"outline",619.1,418.5
"GA",176,"outline",619.1,418.4
"GA",176,"outline",619,418.4
"GA",176,"outline",619,418.5
"GA",176,"outline",618.9,418.5
"GA",176,"outline",618.8,418.5
"GA",176,"outline",618.8,418.4
"GA",176,"outline",618.9,418.3
"GA",176,"outline",619,418.3
"GA",176,"outline",619,418.2
"GA",176,"outline",619,418.1
"GA",176,"outline",618.9,418.1
"GA",176,"outline",618.9,418.2
"GA",176,"outline",618.9,418.3
"GA",176,"outline",618.8,418.2
"GA",176,"outline",618.8,418.1
"GA",176,"outline",618.7,418
"GA",176,"outline",618.7,417.9
"GA",176,"outline",618.6,417.9
"GA",176,"outline",618.6,417.8
"GA",176,"outline",618.6,417.7
"GA",176,"outline",618.5,417.7
"GA",176,"outline",618.5,417.6
"GA",176,"outline",618.4,417.6
"GA",176,"outline",618.3,417.6
"GA",176,"outline",618.3,416.5
"GA",176,"outline",617.1,415.8
"GA",176,"outline",616.4,415.1
"GA",176,"outline",616.3,415.1
"GA",176,"outline",616.2,415.1
"GA",176,"outline",616.1,415.1
"GA",176,"outline",616,415.1
"GA",176,"outline",615.9,415.1
"GA",176,"outline",615.8,415.1
"GA",176,"outline",615.7,415.1
"GA",176,"outline",615.7,415
"GA",176,"outline",615.5,415
"GA",176,"outline",615.4,415
"GA",176,"outline",615.4,414.9
"GA",176,"outline",615.2,414.9
"GA",176,"outline",615.1,414.9
"GA",176,"outline",615,414.9
"GA",176,"outline",614.8,414.8
"GA",176,"outline",614.7,414.8
"GA",176,"outline",613.8,413.9
"GA",176,"outline",614,413.6
"GA",176,"outline",613.9,413.6
"GA",176,"outline",613.9,413.5
"GA",176,"outline",613.9,413.4
"GA",176,"outline",613.8,413.4
"GA",176,"outline",613.8,413.3
"GA",176,"outline",613.7,413.2
"GA",176,"outline",613.6,413.2
"GA",176,"outline",613.6,413.3
"GA",176,"outline",613.6,413.4
"GA",176,"outline",613.6,413.5
"GA",176,"outline",613.5,413.5
"GA",176,"outline",613.4,413.4
"GA",176,"outline",613.3,413.4
"GA",176,"outline",613.3,413.5
"GA",176,"outline",613.3,413.4
"GA",176,"outline",613.2,413.4
"GA",176,"outline",613.2,413.3
"GA",176,"outline",613.1,413.2
"GA",176,"outline",613,413.2
"GA",176,"outline",612.9,413.2
"GA",176,"outline",612.8,413.1
"GA",176,"outline",612.7,413.1
"GA",176,"outline",612.6,413.1
"GA",176,"outline",612.6,413
"GA",176,"outline",612.5,412.9
"GA",176,"outline",612.1,411.9
"GA",176,"outline",612,411.9
"GA",176,"outline",612,412
"GA",176,"outline",611.9,412
"GA",176,"outline",611.9,411.9
"GA",176,"outline",611.9,411.8
"GA",176,"outline",611.8,411.8
"GA",176,"outline",611.8,411.9
"GA",176,"outline",611.7,411.9
"GA",176,"outline",611.7,411.8
"GA",176,"outline",611.8,411.7
"GA",176,"outline",611.7,411.7
"GA",176,"outline",611.6,411.7
"GA",176,"outline",611.6,411.6
"GA",176,"outline",611.5,411.5
"GA",176,"outline",611.5,411.6
"GA",176,"outline",611.5,411.7
"GA",176,"outline",611.5,411.8
"GA",176,"outline",611.5,411.9
"GA",176,"outline",611.4,411.9
"GA",176,"outline",611.4,411.8
"GA",176,"outline",611.5,411.8
"GA",176,"outline",611.5,411.7
"GA",176,"outline",611.4,411.7
"GA",176,"outline",611.4,411.6
"GA",176,"outline",611.3,411.6
"GA",176,"outline",611.3,411.5
"GA",176,"outline",611.4,411.5
"GA",176,"outline",611.4,411.4
"GA",176,"outline",611.4,411.3
"GA",176,"outline",611.4,411.4
"GA",176,"outline",611.4,411.5
"GA",176,"outline",611.3,411.5
"GA",176,"outline",611,411.4
"GA",176,"outline",611,411.3
"GA",176,"outline",610.8,411
"GA",176,"outline",610.9,411
"GA",176,"outline",611.1,410.9
"GA",176,"outline",611,410.8
"GA",176,"outline",611,410.7
"GA",176,"outline",611,410.6
"GA",176,"outline",610.9,410.5
"GA",176,"outline",610.8,410.5
"GA",176,"outline",610.7,410.4
"GA",176,"outline",610.8,410.3
"GA",176,"outline",610.9,410.3
"GA",176,"outline",611,410.3
"GA",176,"outline",611.1,409.8
"GA",176,"outline",611.1,409.7
"GA",176,"outline",611,409.6
"GA",176,"outline",610.9,409.4
"GA",176,"outline",610.4,409.2
"GA",176,"outline",610.3,409.2
"GA",176,"outline",610,409.1
"GA",176,"outline",609.9,409.1
"GA",176,"outline",609.8,408.9
"GA",176,"outline",609.8,408.7
"GA",176,"outline",609.7,408.6
"GA",176,"outline",609.6,408.6
"GA",176,"outline",609.6,408.5
"GA",176,"outline",609.5,408.5
"GA",176,"outline",609.5,408.4
"GA",176,"outline",609.3,408.3
"GA",176,"outline",609.1,408.1
"GA",176,"outline",609,408
"GA",176,"outline",608.9,407.9
"GA",176,"outline",608.8,407.9
"GA",176,"outline",608.7,407.9
"GA",176,"outline",608.5,407.7
"GA",176,"outline",608.4,407.7
"GA",176,"outline",608.3,407.7
"GA",176,"outline",608.1,407.6
"GA",176,"outline",607.9,407.4
"GA",176,"outline",607.7,407.5
"GA",176,"outline",607.4,407.5
"GA",176,"outline",607.2,407.3
"GA",176,"outline",607,407.3
"GA",176,"outline",606.2,406.3
"GA",176,"outline",606,406.1
"GA",176,"outline",606,406
"GA",176,"outline",605.7,405.3
"GA",176,"outline",604.4,404.1
"GA",176,"outline",604.1,403.9
"GA",176,"outline",604,403.9
"GA",176,"outline",603.9,403.8
"GA",176,"outline",603.7,403.7
"GA",176,"outline",602.7,403.5
"GA",176,"outline",602.7,403.4
"GA",176,"outline",602.6,403.4
"GA",176,"outline",602.5,403.3
"GA",176,"outline",602.4,403.3
"GA",176,"outline",602.3,403.2
"GA",176,"outline",602.2,403.2
"GA",176,"outline",602.1,403.1
"GA",176,"outline",601.6,402.7
"GA",176,"outline",601.5,402.5
"GA",176,"outline",601,402.3
"GA",176,"outline",600.9,402.3
"GA",176,"outline",600.5,402.2
"GA",176,"outline",599.9,401.3
"GA",176,"outline",599.9,401.2
"GA",176,"outline",599.9,401.1
"GA",176,"outline",599.9,400.9
"GA",176,"outline",599.1,400.2
"GA",176,"outline",599.1,400.1
"GA",176,"outline",598.7,399.6
"GA",176,"outline",598.6,399.5
"GA",176,"outline",597.9,399
"GA",176,"outline",597.7,398.9
"GA",176,"outline",597.6,398.7
"GA",176,"outline",597.5,398.6
"GA",176,"outline",597.3,398.1
"GA",176,"outline",597.3,398
"GA",176,"outline",597.3,397.8
"GA",176,"outline",597.3,397.7
"GA",176,"outline",597.2,397.5
"GA",176,"outline",597.2,397.3
"GA",176,"outline",596.7,396.8
"GA",176,"outline",596.7,396.7
"GA",176,"outline",596.3,395.9
"GA",176,"outline",596.2,395.9
"GA",176,"outline",596,395.8
"GA",176,"outline",595.8,395.6
"GA",176,"outline",595.6,395.6
"GA",176,"outline",595.6,395.2
"GA",176,"outline",595.5,395.2
"GA",176,"outline",595.5,395.1
"GA",176,"outline",595.4,395.1
"GA",176,"outline",595.4,394.9
"GA",176,"outline",595.4,394.8
"GA",176,"outline",595.3,394.7
"GA",176,"outline",595.3,394.6
"GA",176,"outline",595.3,394.5
"GA",176,"outline",594.7,393.8
"GA",176,"outline",594.4,393.6
"GA",176,"outline",594.2,393.7
"GA",176,"outline",593.7,393.8
"GA",176,"outline",593.6,393.8
"GA",176,"outline",593.2,393.8
"GA",176,"outline",593.1,393.9
"GA",176,"outline",593.1,394
"GA",176,"outline",593,394
"GA",176,"outline",592.3,393.8
"GA",176,"outline",592.2,393.7
"GA",176,"outline",592.2,393.6
"GA",176,"outline",591.8,393.5
"GA",176,"outline",591.7,393.5
"GA",176,"outline",591.7,393.4
"GA",176,"outline",591.6,393.2
"GA",176,"outline",591.5,393.2
"GA",176,"outline",591.5,393.1
"GA",176,"outline",591.2,392.8
"GA",176,"outline",591.1,392.8
"GA",176,"outline",590.9,392.8
"GA",176,"outline",590.8,392.7
"GA",176,"outline",590.8,392.6
"GA",176,"outline",590.3,392
"GA",176,"outline",590.2,392
"GA",176,"outline",590.1,392.1
"GA",176,"outline",590,392.1
"GA",176,"outline",589.7,392
"GA",176,"outline",589.2,391.9
"GA",176,"outline",589.3,391.8
"GA",176,"outline",589.2,391.8
"GA",176,"outline",589,391.7
"GA",176,"outline",588.6,391.5
"GA",176,"outline",588.5,391.4
"GA",176,"outline",588.4,391.3
"GA",176,"outline",588.3,391.3
"GA",176,"outline",588.3,391.2
"GA",176,"outline",588.2,391.2
"GA",176,"outline",588.1,391.2
"GA",176,"outline",588,391.1
"GA",176,"outline",587.9,391.1
"GA",176,"outline",587.8,391.1
"GA",176,"outline",587.7,391.1
"GA",176,"outline",587.7,391
"GA",176,"outline",587.8,390.9
"GA",176,"outline",587.6,390.7
"GA",176,"outline",587.5,390.6
"GA",176,"outline",587.5,390.5
"GA",176,"outline",587.5,390.4
"GA",176,"outline",587.5,390.2
"GA",176,"outline",587.5,390.1
"GA",176,"outline",587.8,389.7
"GA",176,"outline",587.8,389.6
"GA",176,"outline",587.8,389.5
"GA",176,"outline",587.8,389.4
"GA",176,"outline",587.8,389.3
"GA",176,"outline",587.7,389.2
"GA",176,"outline",587.8,389.1
"GA",176,"outline",587.8,389
"GA",176,"outline",587.8,388.9
"GA",176,"outline",588,388.9
"GA",176,"outline",588,388.8
"GA",176,"outline",588,388.7
"GA",176,"outline",587.9,388.7
"GA",176,"outline",587.9,388.6
"GA",176,"outline",588,388.6
"GA",176,"outline",588,388.7
"GA",176,"outline",588.1,388.7
"GA",176,"outline",588.1,388.6
"GA",176,"outline",588.2,388.6
"GA",176,"outline",588.1,388.5
"GA",176,"outline",588.2,388.5
"GA",176,"outline",588.3,388.6
"GA",176,"outline",588.3,388.5
"GA",176,"outline",588.4,388.5
"GA",176,"outline",588.4,388.4
"GA",176,"outline",588.4,388.3
"GA",176,"outline",588.3,388.3
"GA",176,"outline",588.3,388.2
"GA",176,"outline",588.3,388.1
"GA",176,"outline",588.3,388
"GA",176,"outline",588.4,388
"GA",176,"outline",588.5,388
"GA",176,"outline",588.5,388.1
"GA",176,"outline",588.6,388.1
"GA",176,"outline",588.6,388
"GA",176,"outline",588.7,388
"GA",176,"outline",588.6,388
"GA",176,"outline",588.5,388
"GA",176,"outline",588.6,387.9
"GA",176,"outline",588.5,387.9
"GA",176,"outline",588.5,387.8
"GA",176,"outline",588.7,387.8
"GA",176,"outline",588.6,387.8
"GA",176,"outline",588.7,387.8
"GA",176,"outline",588.6,387.7
"GA",176,"outline",588.6,387.6
"GA",176,"outline",588.7,387.6
"GA",176,"outline",588.9,387.4
"GA",176,"outline",589,387.4
"GA",176,"outline",589,387.3
"GA",176,"outline",589,387.2
"GA",176,"outline",589,387.3
"GA",176,"outline",589.1,387.3
"GA",176,"outline",589.2,387.3
"GA",176,"outline",589.2,387.2
"GA",176,"outline",589.2,387.1
"GA",176,"outline",589.3,387.1
"GA",176,"outline",589.2,387.1
"GA",176,"outline",589.2,387
"GA",176,"outline",589.3,387
"GA",176,"outline",589.4,387
"GA",176,"outline",589.4,386.9
"GA",176,"outline",589.5,386.9
"GA",176,"outline",589.5,386.8
"GA",176,"outline",589.4,386.8
"GA",176,"outline",589.4,386.7
"GA",176,"outline",589.5,386.7
"GA",176,"outline",589.6,386.7
"GA",176,"outline",589.6,386.6
"GA",176,"outline",589.7,386.6
"GA",176,"outline",589.8,386.6
"GA",176,"outline",589.7,386.6
"GA",176,"outline",589.7,386.5
"GA",176,"outline",589.7,386.4
"GA",176,"outline",589.8,386.4
"GA",176,"outline",589.9,386.4
"GA",176,"outline",590,386.4
"GA",176,"outline",590.1,386.4
"GA",176,"outline",590.1,386.3
"GA",176,"outline",590.1,386.2
"GA",176,"outline",590.2,386.2
"GA",176,"outline",590.3,386.2
"GA",176,"outline",590.4,386.2
"GA",176,"outline",590.3,386.1
"GA",176,"outline",590.2,386.1
"GA",176,"outline",590.1,386
"GA",176,"outline",590.1,385.9
"GA",176,"outline",590.2,385.9
"GA",176,"outline",590.3,385.9
"GA",176,"outline",590.2,385.9
"GA",176,"outline",590.2,385.8
"GA",176,"outline",590.2,385.7
"GA",176,"outline",590.1,385.7
"GA",176,"outline",590.2,385.6
"GA",176,"outline",590.2,385.5
"GA",176,"outline",590.2,385.4
"GA",176,"outline",590.4,385.3
"GA",176,"outline",590.4,385.2
"GA",176,"outline",590.3,385.1
"GA",176,"outline",590.2,385
"GA",176,"outline",589.5,385.2
"GA",176,"outline",589.4,385.2
"GA",176,"outline",589.1,385.2
"GA",176,"outline",588.8,385.3
"GA",176,"outline",588.4,385.4
"GA",176,"outline",587.8,385.4
"GA",176,"outline",587.6,385.5
"GA",176,"outline",587.3,385.5
"GA",176,"outline",587.1,385.5
"GA",176,"outline",587,385.5
"GA",176,"outline",586.9,385.6
"GA",176,"outline",586.8,385.6
"GA",176,"outline",586.7,385.6
"GA",176,"outline",586.4,385.7
"GA",176,"outline",585.6,385.8
"GA",176,"outline",585.5,385.8
"GA",176,"outline",584.7,385.9
"GA",176,"outline",584,386.1
"GA",176,"outline",583.5,386.1
"GA",176,"outline",583.2,386.1
"GA",176,"outline",582.2,386.4
"GA",176,"outline",581.8,386.4
"GA",176,"outline",581.6,386.4
"GA",176,"outline",581.2,386.5
"GA",176,"outline",581.1,386.5
"GA",176,"outline",580.5,386.6
"GA",176,"outline",580.4,386.6
"GA",176,"outline",580.3,386.6
"GA",176,"outline",580.1,386.6
"GA",176,"outline",579.5,386.7
"GA",176,"outline",578.8,386.8
"GA",176,"outline",578.6,386.8
"GA",176,"outline",578.3,386.9
"GA",176,"outline",578.1,386.9
"GA",176,"outline",578,386.9
"GA",176,"outline",577.5,386.9
"GA",176,"outline",577.3,387
"GA",176,"outline",576.8,387.1
"GA",176,"outline",576.7,387.1
"GA",176,"outline",576.6,387.1
