"date","article","title","views"
2024-07-11,"JD_Vance","JD_Vance",38
2024-07-12,"JD_Vance","JD_Vance",36
2024-07-13,"JD_Vance","JD_Vance",39
2024-07-14,"JD_Vance","JD_Vance",44
2024-07-15,"JD_Vance","JD_Vance",2649
2024-07-16,"JD_Vance","JD_Vance",1730
2024-07-17,"JD_Vance","JD_Vance",590
2024-07-18,"JD_Vance","JD_Vance",652
2024-07-19,"JD_Vance","JD_Vance",256
2024-07-20,"JD_Vance","JD_Vance",179
2024-07-21,"JD_Vance","JD_Vance",210
2024-07-22,"JD_Vance","JD_Vance",265
2024-07-23,"JD_Vance","JD_Vance",273
2024-07-24,"JD_Vance","JD_Vance",388
2024-07-25,"JD_Vance","JD_Vance",131154
2024-07-26,"JD_Vance","JD_Vance",173182
2024-07-27,"JD_Vance","JD_Vance",141882
2024-07-28,"JD_Vance","JD_Vance",119210
2024-07-29,"JD_Vance","JD_Vance",98980
2024-07-30,"JD_Vance","JD_Vance",89476
2024-07-31,"JD_Vance","JD_Vance",83652
2024-08-01,"JD_Vance","JD_Vance",82538
2024-08-02,"JD_Vance","JD_Vance",83225
2024-08-03,"JD_Vance","JD_Vance",76733
2024-08-04,"JD_Vance","JD_Vance",68058
2024-08-05,"JD_Vance","JD_Vance",62303
2024-08-06,"JD_Vance","JD_Vance",131748
2024-08-07,"JD_Vance","JD_Vance",227108
2024-08-08,"JD_Vance","JD_Vance",182509
2024-08-09,"JD_Vance","JD_Vance",101474
2024-08-10,"JD_Vance","JD_Vance",71885
2024-08-11,"JD_Vance","JD_Vance",81319
2024-08-12,"JD_Vance","JD_Vance",145324
2024-08-13,"JD_Vance","JD_Vance",69360
2024-08-14,"JD_Vance","JD_Vance",53458
2024-08-15,"JD_Vance","JD_Vance",54253
2024-08-16,"JD_Vance","JD_Vance",51997
2024-08-17,"JD_Vance","JD_Vance",48156
2024-08-18,"JD_Vance","JD_Vance",43622
2024-08-19,"JD_Vance","JD_Vance",36646
2024-08-20,"JD_Vance","JD_Vance",36565
2024-08-21,"JD_Vance","JD_Vance",35615
2024-08-22,"JD_Vance","JD_Vance",58913
2024-08-23,"JD_Vance","JD_Vance",47407
2024-08-24,"JD_Vance","JD_Vance",36514
2024-08-25,"JD_Vance","JD_Vance",35919
2024-08-26,"JD_Vance","JD_Vance",29910
2024-08-27,"JD_Vance","JD_Vance",26202
2024-08-28,"JD_Vance","JD_Vance",28440
2024-08-29,"JD_Vance","JD_Vance",33851
2024-08-30,"JD_Vance","JD_Vance",30300
2024-08-31,"JD_Vance","JD_Vance",27579
2024-09-01,"JD_Vance","JD_Vance",24440
2024-09-02,"JD_Vance","JD_Vance",21921
2024-09-03,"JD_Vance","JD_Vance",22306
2024-09-04,"JD_Vance","JD_Vance",19728
2024-09-05,"JD_Vance","JD_Vance",18249
2024-09-06,"JD_Vance","JD_Vance",23999
2024-09-07,"JD_Vance","JD_Vance",20720
2024-09-08,"JD_Vance","JD_Vance",20919
2024-09-09,"JD_Vance","JD_Vance",19294
2024-09-10,"JD_Vance","JD_Vance",22555
2024-09-11,"JD_Vance","JD_Vance",66671
2024-09-12,"JD_Vance","JD_Vance",38574
2024-09-13,"JD_Vance","JD_Vance",29762
2024-09-14,"JD_Vance","JD_Vance",31801
2024-09-15,"JD_Vance","JD_Vance",44192
2024-09-16,"JD_Vance","JD_Vance",40888
2024-09-17,"JD_Vance","JD_Vance",39264
2024-09-18,"JD_Vance","JD_Vance",30954
2024-09-19,"JD_Vance","JD_Vance",28067
2024-09-20,"JD_Vance","JD_Vance",22739
2024-09-21,"JD_Vance","JD_Vance",21682
2024-09-22,"JD_Vance","JD_Vance",22100
2024-09-23,"JD_Vance","JD_Vance",21059
2024-09-24,"JD_Vance","JD_Vance",20429
2024-09-25,"JD_Vance","JD_Vance",18202
2024-09-26,"JD_Vance","JD_Vance",18165
2024-09-27,"JD_Vance","JD_Vance",18337
2024-09-28,"JD_Vance","JD_Vance",19615
2024-09-29,"JD_Vance","JD_Vance",29705
2024-09-30,"JD_Vance","JD_Vance",33799
2024-10-01,"JD_Vance","JD_Vance",70901
2024-10-02,"JD_Vance","JD_Vance",454796
2024-10-03,"JD_Vance","JD_Vance",107849
2024-10-04,"JD_Vance","JD_Vance",53659
2024-10-05,"JD_Vance","JD_Vance",44060
2024-10-06,"JD_Vance","JD_Vance",38781
2024-10-07,"JD_Vance","JD_Vance",29927
2024-10-08,"JD_Vance","JD_Vance",23264
2024-10-09,"JD_Vance","JD_Vance",21148
2024-10-10,"JD_Vance","JD_Vance",18748
2024-10-11,"JD_Vance","JD_Vance",18681
2024-10-12,"JD_Vance","JD_Vance",22812
2024-10-13,"JD_Vance","JD_Vance",28670
2024-10-14,"JD_Vance","JD_Vance",25247
2024-10-15,"JD_Vance","JD_Vance",22145
2024-10-16,"JD_Vance","JD_Vance",21141
2024-10-17,"JD_Vance","JD_Vance",22062
2024-10-18,"JD_Vance","JD_Vance",19669
2024-10-19,"JD_Vance","JD_Vance",19644
2024-10-20,"JD_Vance","JD_Vance",19873
2024-10-21,"JD_Vance","JD_Vance",21284
2024-10-22,"JD_Vance","JD_Vance",24658
2024-10-23,"JD_Vance","JD_Vance",28648
2024-10-24,"JD_Vance","JD_Vance",26393
2024-10-25,"JD_Vance","JD_Vance",28754
2024-10-26,"JD_Vance","JD_Vance",27422
2024-10-27,"JD_Vance","JD_Vance",38856
2024-10-28,"JD_Vance","JD_Vance",38045
2024-10-29,"JD_Vance","JD_Vance",36194
2024-10-30,"JD_Vance","JD_Vance",34609
2024-10-31,"JD_Vance","JD_Vance",57526
2024-11-01,"JD_Vance","JD_Vance",77822
2024-11-02,"JD_Vance","JD_Vance",57539
2024-11-03,"JD_Vance","JD_Vance",56036
2024-11-04,"JD_Vance","JD_Vance",71669
2024-11-05,"JD_Vance","JD_Vance",119812
2024-11-06,"JD_Vance","JD_Vance",1021207
2024-11-07,"JD_Vance","JD_Vance",494276
2024-11-08,"JD_Vance","JD_Vance",273332
2024-11-09,"JD_Vance","JD_Vance",191815
2024-11-10,"JD_Vance","JD_Vance",168608
2024-11-11,"JD_Vance","JD_Vance",131088
2024-11-12,"JD_Vance","JD_Vance",103782
2024-11-13,"JD_Vance","JD_Vance",95666
2024-11-14,"JD_Vance","JD_Vance",73660
2024-11-15,"JD_Vance","JD_Vance",56997
2024-11-16,"JD_Vance","JD_Vance",50110
2024-11-17,"JD_Vance","JD_Vance",50946
2024-11-18,"JD_Vance","JD_Vance",40611
2024-11-19,"JD_Vance","JD_Vance",34405
2024-11-20,"JD_Vance","JD_Vance",34868
2024-11-21,"JD_Vance","JD_Vance",31389
2024-11-22,"JD_Vance","JD_Vance",27501
2024-11-23,"JD_Vance","JD_Vance",27124
2024-11-24,"JD_Vance","JD_Vance",25893
2024-11-25,"JD_Vance","JD_Vance",24250
2024-11-26,"JD_Vance","JD_Vance",20195
2024-11-27,"JD_Vance","JD_Vance",20415
2024-11-28,"JD_Vance","JD_Vance",19485
2024-11-29,"JD_Vance","JD_Vance",20353
2024-11-30,"JD_Vance","JD_Vance",19279
2024-12-01,"JD_Vance","JD_Vance",19653
2024-12-02,"JD_Vance","JD_Vance",17757
2024-12-03,"JD_Vance","JD_Vance",16223
2024-12-04,"JD_Vance","JD_Vance",15046
2024-12-05,"JD_Vance","JD_Vance",14134
2024-12-06,"JD_Vance","JD_Vance",13586
2024-12-07,"JD_Vance","JD_Vance",14096
2024-12-08,"JD_Vance","JD_Vance",14215
2024-12-09,"JD_Vance","JD_Vance",13414
2024-12-10,"JD_Vance","JD_Vance",11843
2024-12-11,"JD_Vance","JD_Vance",11673
2024-12-12,"JD_Vance","JD_Vance",12874
2024-12-13,"JD_Vance","JD_Vance",12930
2024-12-14,"JD_Vance","JD_Vance",18792
2024-12-15,"JD_Vance","JD_Vance",16312
2024-12-16,"JD_Vance","JD_Vance",13982
2024-12-17,"JD_Vance","JD_Vance",12287
2024-12-18,"JD_Vance","JD_Vance",12446
2024-12-19,"JD_Vance","JD_Vance",12547
2024-12-20,"JD_Vance","JD_Vance",12121
2024-12-21,"JD_Vance","JD_Vance",12292
2024-12-22,"JD_Vance","JD_Vance",12636
2024-12-23,"JD_Vance","JD_Vance",11919
2024-12-24,"JD_Vance","JD_Vance",11144
2024-12-25,"JD_Vance","JD_Vance",12316
2024-12-26,"JD_Vance","JD_Vance",13894
2024-12-27,"JD_Vance","JD_Vance",14652
2024-12-28,"JD_Vance","JD_Vance",15466
2024-12-29,"JD_Vance","JD_Vance",16283
2024-12-30,"JD_Vance","JD_Vance",18657
2024-12-31,"JD_Vance","JD_Vance",15581
