"name","rank","count","pctwhite","pctblack","pctapi","pctaian","pct2prace","pcthispanic"
"BURLEW",21302,1252,91.3738,2.07668,0.319489,0.159744,4.07348,1.99681
"CORDARO",21302,1252,89.9361,0.559105,1.03834,0.0798722,1.67732,6.70927
"DEPAOLO",21302,1252,89.5367,1.19808,1.11821,0,3.4345,4.71246
"DIEL",21302,1252,86.9808,0.798722,5.7508,0.239617,4.07348,2.15655
"HAMP",21302,1252,74.0415,16.853,0.638978,0.319489,4.71246,3.4345
"HARTSON",21302,1252,88.4185,4.95208,0.71885,0.239617,3.03514,2.63578
"LUSH",21302,1252,91.2141,3.11502,0.559105,0.239617,2.39617,2.47604
"MASUCCI",21302,1252,92.8115,0.399361,0.798722,0.0798722,1.83706,4.07348
"MORIMOTO",21302,1252,7.10863,0.479233,76.3578,0.0798722,11.262,4.71246
"NOLD",21302,1252,94.8083,0.159744,0.479233,0.0798722,3.03514,1.4377
"VITERI",21302,1252,10.0639,0.159744,0,0,0.399361,89.377
"HAMMELL",21315,1251,89.7682,3.19744,0.479616,0,3.75699,2.79776
"KLOCKE",21315,1251,96.7226,0.239808,0.39968,0.0799361,1.19904,1.35891
"MATTIX",21315,1251,86.6507,6.39488,0.39968,0.239808,3.35731,2.95763
"NICKOLS",21315,1251,79.0568,10.3118,0.719424,0.479616,4.15667,5.27578
"ONKEN",21315,1251,93.2054,0.39968,1.03917,0.159872,2.39808,2.79776
"PHARRIS",21315,1251,81.4548,9.91207,0.959233,0.239808,4.79616,2.63789
"WEHRMAN",21315,1251,92.2462,0.39968,0.799361,0,4.15667,2.39808
"ANTAL",21322,1250,92.16,0.8,2.4,0,2.4,2.24
"ARBELAEZ",21322,1250,8.64,0,0.48,0,0.16,90.72
"BURKHARD",21322,1250,91.36,0.48,0.8,0.4,3.12,3.84
"CORKERY",21322,1250,91.92,0.32,1.04,0,4,2.72
"DHAWAN",21322,1250,4.08,1.2,89.52,0.48,3.76,0.96
"DIRIENZO",21322,1250,92.8,0.24,0.8,0,1.6,4.56
"FORSHEY",21322,1250,91.28,0.56,0.24,1.12,4.08,2.72
"GANDOLFO",21322,1250,85.92,0.4,0.56,0.24,2.64,10.24
"GHEE",21322,1250,30,61.6,1.36,0.72,4,2.32
"GILFORD",21322,1250,32.8,58.24,0.8,0.16,5.76,2.24
"HILLARY",21322,1250,53.68,36.8,1.44,0.24,3.28,4.56
"HODGKINSON",21322,1250,91.28,0.32,0.72,0.72,3.92,3.04
"KNITTEL",21322,1250,89.84,0.32,1.12,0.32,2.88,5.52
"MAHN",21322,1250,85.6,5.2,1.52,0.16,3.92,3.6
"PERINO",21322,1250,88.56,0.88,0.96,0,3.04,6.56
"REVERE",21322,1250,65.36,22.48,0.88,2,2.8,6.48
"ROSENFIELD",21322,1250,93.52,0.32,1.04,0,2.08,3.04
"RUDDOCK",21322,1250,60.72,31.04,0.48,0.08,4.64,3.04
"WHITIS",21322,1250,89.52,3.12,0.16,0.48,4.24,2.48
"YARNALL",21322,1250,95.76,0.16,0.32,0.16,2.16,1.44
"DEHNER",21342,1249,93.2746,0.320256,0.640512,0.160128,2.64211,2.96237
"DELLER",21342,1249,84.7078,6.96557,1.04083,0.320256,1.52122,5.44436
"ESPAILLAT",21342,1249,6.56525,0.720576,0.320256,0.0800641,0.160128,92.1537
"FEBLES",21342,1249,7.92634,1.28102,0.320256,0.0800641,0.320256,90.0721
"GIMBEL",21342,1249,91.4331,0.240192,1.28102,0,3.1225,3.92314
"GUNNELLS",21342,1249,84.3074,7.20576,0.40032,0.320256,3.76301,4.0032
"HINZMAN",21342,1249,91.3531,0.880705,0.720576,0.320256,3.84307,2.88231
"LEANO",21342,1249,5.28423,0.800641,65.0921,0.160128,2.48199,26.1809
"MUSZYNSKI",21342,1249,94.6357,0.800641,0.720576,0.0800641,2.16173,1.60128
"OBERST",21342,1249,91.9936,0,1.36109,0,2.64211,4.0032
"POMA",21342,1249,61.8094,2.0016,2.24179,0.240192,1.52122,32.1857
"THI",21342,1249,1.76141,0.40032,93.3547,0.0800641,2.80224,1.60128
"ALHARBI",21354,1248,80.6891,1.12179,1.68269,0,15.625,0.88141
"BENISH",21354,1248,92.8686,0.400641,1.52244,0.560897,2.40385,2.24359
"CITRON",21354,1248,88.3013,0.801282,1.04167,0.480769,1.76282,7.61218
"DUHAMEL",21354,1248,91.1859,1.60256,0.961538,0,2.88462,3.36538
"ENCINIAS",21354,1248,12.9808,0.160256,0.320513,0.88141,0.641026,85.016
"KONO",21354,1248,25.2404,2.48397,58.5737,0,9.05449,4.64744
"LAWHORNE",21354,1248,80.3686,13.6218,0.560897,0.320513,3.60577,1.52244
"MARGULIES",21354,1248,93.1891,0.560897,0.801282,0,1.76282,3.6859
"PEREZCRUZ",21354,1248,1.52244,0.160256,0.320513,0.160256,0,97.8365
"PHILIPPI",21354,1248,87.9808,3.04487,1.44231,0,3.76603,3.76603
"SIEMS",21354,1248,90.9455,0.0801282,0.88141,1.44231,2.88462,3.76603
"VEASLEY",21354,1248,4.16667,85.8974,0.240385,0.160256,6.65064,2.88462
"GARNEAU",21366,1247,93.1836,0.160385,1.12269,0,3.04731,2.48597
"GERMAINE",21366,1247,80.9944,11.0666,1.12269,0.32077,2.32558,4.17001
"HARI",21366,1247,25.9022,2.24539,68.2438,0.32077,2.24539,1.0425
"IMHOF",21366,1247,93.5846,0.481155,0.561347,0.240577,1.92462,3.2077
"LANPHEAR",21366,1247,90.3769,0.561347,1.28308,0.32077,4.00962,3.44828
"LOVVORN",21366,1247,94.5469,0.400962,0,0.240577,3.04731,1.76423
"MANGER",21366,1247,81.7161,1.60385,10.9062,0.240577,3.84924,1.68404
"MATUSZEWSKI",21366,1247,94.3865,0.240577,1.0425,0,2.88693,1.44346
"MCISAAC",21366,1247,92.4619,1.12269,0.882117,0.240577,2.72654,2.56616
"MONEGRO",21366,1247,2.48597,0.721732,0.481155,0.32077,0.160385,95.83
"SUIRE",21366,1247,92.0609,0.96231,0.160385,0.481155,2.72654,3.60866
"TANIGUCHI",21366,1247,6.81636,0.32077,75.3007,0.400962,11.6279,5.53328
"TORCHIA",21366,1247,91.5798,0.561347,0.240577,0.481155,1.76423,5.37289
"WALDECK",21366,1247,95.429,0.400962,0.882117,0.240577,1.76423,1.28308
"WARRIOR",21366,1247,14.9158,40.016,3.2077,25.1804,11.3873,5.2927
"ADEM",21381,1246,5.77849,88.2022,3.69181,0.0802568,1.28411,0.963082
"CAUGHEY",21381,1246,93.2584,0,0.802568,0,4.25361,1.68539
"DOH",21381,1246,8.74799,16.0514,73.3547,0,0.963082,0.882825
"FUERTES",21381,1246,7.70465,1.76565,18.138,0,2.24719,70.1445
"GANDER",21381,1246,90.2087,2.48796,1.60514,0.160514,3.21027,2.32745
"GUIDI",21381,1246,88.0417,1.68539,0.963082,0.160514,2.00642,7.14286
"HESSEL",21381,1246,92.6966,0.160514,1.28411,0.160514,2.64848,3.04976
"KENDIG",21381,1246,91.573,0.321027,0.963082,0.160514,2.56822,4.41413
"KOWALSKY",21381,1246,93.5795,0.561798,1.04334,0.24077,2.24719,2.32745
"KREFT",21381,1246,93.4992,0.481541,0.882825,0.0802568,2.48796,2.56822
"MEALY",21381,1246,69.5827,21.4286,1.44462,0.24077,4.33387,2.9695
"MOFFIT",21381,1246,85.7945,5.05618,0.882825,0.561798,4.57464,3.13002
"MURDAUGH",21381,1246,53.3708,39.0851,0.0802568,0.561798,4.97592,1.92616
"NIKOLIC",21381,1246,93.6597,0.722311,0.642055,0,1.52488,3.45104
"OATIS",21381,1246,19.1011,71.5088,0.481541,0.160514,5.939,2.80899
"SPRUNGER",21381,1246,93.4189,0.401284,0.321027,0.160514,2.72873,2.9695
"TORMEY",21381,1246,94.8636,0.0802568,0.722311,0.160514,2.4077,1.76565
"VANWAGONER",21381,1246,90.4494,0.160514,0.481541,0.642055,3.04976,5.21669
"ALOBAIDI",21399,1245,94.2972,0.401606,0.401606,0.0803213,3.93574,0.883534
"BALABAN",21399,1245,90.3614,0.401606,1.1245,0.0803213,3.29317,4.73896
"BOOR",21399,1245,92.6104,1.44578,0.481928,0.0803213,3.69478,1.68675
"BRINGHURST",21399,1245,93.012,0.160643,0.963855,0.0803213,3.13253,2.6506
"EMPEY",21399,1245,93.7349,0.0803213,0.401606,0.401606,2.48996,2.89157
"GESKE",21399,1245,92.3695,0,1.5261,0.722892,2.73092,2.6506
"GODSHALL",21399,1245,94.3775,0.401606,0.963855,0.160643,1.92771,2.16867
"HIRSCHI",21399,1245,93.4137,0,0.722892,0.401606,2.57028,2.89157
"MONICO",21399,1245,53.5743,0.240964,2.89157,0.160643,1.5261,41.6064
"NIVEN",21399,1245,91.6466,1.04418,2.249,0.160643,2.57028,2.32932
"NORTHAM",21399,1245,84.6586,7.30924,0.883534,0.0803213,4.57831,2.48996
"PARKEY",21399,1245,73.9759,12.7711,0.562249,2.81124,6.34538,3.53414
"SCHUNK",21399,1245,93.9759,0.481928,0.803213,0.562249,2.40964,1.76707
"SHELLMAN",21399,1245,43.1325,46.1044,0.401606,0.562249,5.46185,4.33735
"TESSEMA",21399,1245,1.1245,96.4659,0.401606,0.0803213,1.1245,0.803213
"VILLAMAR",21399,1245,4.01606,0.0803213,11.0843,0,1.04418,83.7751
"AUCLAIR",21415,1244,91.1576,0.241158,1.04502,0.401929,3.05466,4.09968
"BELLOMO",21415,1244,87.6206,0.321543,1.6881,0.160772,3.29582,6.91318
"COODY",21415,1244,84.3248,3.45659,0.321543,3.21543,5.30547,3.37621
"DETERMAN",21415,1244,89.4695,0.643087,0.884244,0.482315,3.77814,4.74277
"FLANNAGAN",21415,1244,81.5113,11.1736,0.884244,0.0803859,3.37621,2.97428
"GRECH",21415,1244,88.1029,1.52733,0.96463,0.0803859,2.17042,7.15434
"HERDER",21415,1244,73.8746,9.24437,0.884244,7.47588,4.82315,3.69775
"KINNETT",21415,1244,91.2379,0.643087,0.562701,0.401929,3.05466,4.09968
"LEID",21415,1244,88.6656,8.27974,0.401929,0.0803859,1.28617,1.28617
"LUDINGTON",21415,1244,86.254,2.65273,1.1254,0,5.22508,4.74277
"MCTIGUE",21415,1244,92.8457,0.401929,0.482315,0.160772,3.45659,2.65273
"MURATA",21415,1244,7.79743,0.401929,77.4116,0.321543,10.6913,3.37621
"MUTO",21415,1244,75.8842,0.0803859,13.9871,0.321543,4.90354,4.82315
"NASTASI",21415,1244,92.5241,1.20579,0.401929,0.160772,2.09003,3.61736
"SUMNERS",21415,1244,86.9775,5.30547,0.884244,0.401929,3.93891,2.49196
"AREHART",21430,1243,90.2655,0.160901,0.563154,0.241352,4.34433,4.42478
"COURTOIS",21430,1243,81.7377,7.88415,1.04586,0,4.98793,4.34433
"DERRINGER",21430,1243,91.9549,0.724055,0.482703,0.402253,3.45937,2.97667
"DINES",21430,1243,81.9791,9.41271,1.60901,0.241352,3.37892,3.37892
"FEAZELL",21430,1243,60.9815,33.7088,0.241352,0,2.49397,2.57442
"GEISEL",21430,1243,92.1158,0.482703,0.965406,0,1.85036,4.58568
"HICKMON",21430,1243,22.9284,69.4288,0.241352,0.643604,4.18343,2.57442
"JANSSON",21430,1243,89.7828,0.402253,1.04586,0.241352,4.18343,4.34433
"LUCKIE",21430,1243,62.3492,27.9968,0.482703,0.0804505,4.66613,4.42478
"MCSHAN",21430,1243,34.111,57.1199,0.482703,0.482703,4.42478,3.37892
"MYLER",21430,1243,87.6106,5.95334,0.0804505,0.160901,2.25261,3.94208
"ORRICK",21430,1243,90.9091,1.20676,0.804505,0.160901,3.13757,3.78117
"PINNIX",21430,1243,47.144,44.0064,0.241352,0.482703,4.82703,3.29847
"WIEGEL",21430,1243,96.2188,0.563154,0.241352,0.241352,1.68946,1.04586
"WOESSNER",21430,1243,93.4031,0.724055,0.321802,0,2.33307,3.21802
"GEBRE",21445,1242,2.49597,95.7327,0.0805153,0.161031,1.28824,0.241546
"GLANVILLE",21445,1242,74.4767,16.1031,1.20773,0.322061,5.47504,2.41546
"HAJJAR",21445,1242,93.0757,0.402576,0.644122,0.0805153,1.61031,4.1868
"JOYE",21445,1242,73.2689,16.7472,1.12721,0.563607,3.86473,4.42834
"KELLING",21445,1242,89.8551,0.885668,1.44928,0.402576,4.42834,2.97907
"KLEMAN",21445,1242,93.0757,0.161031,0.402576,0.563607,2.57649,3.22061
"LIPKE",21445,1242,91.868,0.563607,1.69082,0.322061,3.05958,2.49597
"MARICLE",21445,1242,89.211,0.322061,1.0467,2.41546,4.34783,2.657
"NETHERY",21445,1242,91.1433,0.885668,0.322061,0.322061,2.89855,4.42834
"PERKOWSKI",21445,1242,95.8937,0,0.402576,0,1.20773,2.49597
"RYDBERG",21445,1242,91.0628,0.241546,1.61031,0.322061,2.73752,4.02576
"SAVANT",21445,1242,77.8583,3.38164,12.4799,0.563607,2.97907,2.73752
"TIMPSON",21445,1242,66.0225,27.9388,0.483092,0.241546,2.49597,2.81804
"TORRENS",21445,1242,43.6393,2.73752,0.644122,0.161031,1.77134,51.0467
"ARISTA",21459,1241,4.35133,0.16116,4.67365,0.322321,1.45044,89.0411
"BJORKMAN",21459,1241,94.3594,0.0805802,1.04754,0,2.41741,2.09508
"BOEN",21459,1241,83.9645,1.2087,3.86785,0.725222,5.72119,4.51249
"BOSEMAN",21459,1241,35.697,54.0693,1.28928,0.241741,5.80177,2.90089
"CANUP",21459,1241,89.3634,0.241741,1.12812,0.322321,5.47945,3.46495
"GAMEL",21459,1241,86.382,1.53102,1.12812,0.886382,4.19017,5.88235
"HACKENBERG",21459,1241,93.2313,0.241741,1.12812,0.0805802,2.82031,2.49799
"KUBAT",21459,1241,93.7953,0.16116,0.241741,0.16116,3.14263,2.49799
"KUEHNER",21459,1241,92.1031,0.564061,0.886382,0.241741,3.14263,3.06205
"LUTON",21459,1241,73.328,16.4384,1.36986,1.28928,4.99597,2.57857
"MALKOWSKI",21459,1241,90.6527,0.241741,1.28928,0.0805802,1.45044,6.28525
"MARSON",21459,1241,77.6793,12.5705,2.41741,0.966962,2.09508,4.27075
"MEIGS",21459,1241,87.913,2.49799,0.725222,1.93392,4.27075,2.65915
"MOWEN",21459,1241,92.9895,0.966962,0.966962,0.241741,2.73973,2.09508
"PIRAINO",21459,1241,92.7478,0.805802,0.966962,0.16116,1.77276,3.54553
"RIHA",21459,1241,92.506,0.805802,0.725222,0.0805802,2.98147,2.90089
"SALLY",21459,1241,50.6849,32.7156,5.07655,0.483481,5.96293,5.07655
"TWIST",21459,1241,77.6793,1.45044,1.69218,6.68815,7.09106,5.39887
"ZUCK",21459,1241,90.4915,0.805802,0.564061,0.644641,4.51249,2.98147
"BREON",21478,1240,93.0645,1.20968,1.12903,0.322581,1.93548,2.33871
"CONDRON",21478,1240,95.2419,0.16129,0.645161,0,2.25806,1.69355
"CONKLING",21478,1240,90.8871,0.16129,0.806452,0.645161,2.82258,4.67742
"DELAND",21478,1240,90.7258,0.725806,0.564516,0.887097,3.54839,3.54839
"FRANKENFIELD",21478,1240,92.9032,0.16129,1.37097,0.0806452,3.30645,2.17742
"GILLIN",21478,1240,84.0323,5.96774,0.564516,0.887097,5.48387,3.06452
"HEMSLEY",21478,1240,65.1613,26.2903,1.12903,0.241935,3.54839,3.62903
"HOSLEY",21478,1240,58.0645,34.1129,0.967742,0.806452,3.22581,2.82258
"LEAKS",21478,1240,3.70968,85.0806,0.322581,0,7.17742,3.70968
"MATYAS",21478,1240,93.1452,0.725806,0.322581,0.16129,0.967742,4.67742
"MAZER",21478,1240,93.9516,1.04839,0.645161,0,1.77419,2.58065
"MEDVED",21478,1240,94.3548,0.0806452,0.806452,1.12903,2.33871,1.29032
"MELROSE",21478,1240,84.8387,4.75806,0.645161,0.483871,4.1129,5.16129
"PAVELKA",21478,1240,92.3387,0.564516,0.887097,0.241935,1.93548,4.03226
"PICHON",21478,1240,37.3387,43.4677,2.33871,0.16129,5.72581,10.9677
"PRIMEAU",21478,1240,90.4032,0.887097,0.967742,1.04839,4.91935,1.77419
"RASNICK",21478,1240,94.8387,0,0.0806452,0.403226,2.98387,1.69355
"STATZ",21478,1240,94.0323,0.403226,1.20968,0.16129,1.45161,2.74194
"AVERITT",21496,1239,87.6513,2.58273,0.645682,0.403551,4.60048,4.11622
"BERWICK",21496,1239,87.8128,3.22841,0.484262,0.322841,4.19693,3.9548
"HOLSAPPLE",21496,1239,90.5569,0.161421,0.968523,0.403551,3.79338,4.11622
"LAMERS",21496,1239,94.8345,0.645682,0.645682,0.322841,1.37207,2.17918
"MURALI",21496,1239,2.3406,0.645682,93.9467,0.726392,1.61421,0.726392
"ORENSTEIN",21496,1239,91.929,0.242131,1.53349,0,2.09847,4.19693
"SANCHEZPEREZ",21496,1239,1.29136,0.484262,0.0807103,0.0807103,0.161421,97.9015
"SISTO",21496,1239,77.5626,1.69492,0.564972,5.4883,2.01776,12.6715
"TRAVIESO",21496,1239,7.1025,0.645682,0.161421,0,0.242131,91.8483
"WALKE",21496,1239,70.1372,16.2228,4.35835,0.726392,5.40759,3.1477
"WILGUS",21496,1239,92.0097,0.807103,0.887813,0,3.71267,2.58273
"APPLEMAN",21507,1238,94.588,0.323102,0.323102,0.484653,2.82714,1.45396
"BEMBRY",21507,1238,24.5557,66.2359,0.323102,0.242326,6.13893,2.50404
"BLICK",21507,1238,88.6107,3.71567,0.726979,0.646204,4.03877,2.26171
"DUNDON",21507,1238,90.3877,1.21163,0.88853,0.807754,3.31179,3.39257
"FIORITO",21507,1238,87.8029,1.05008,0.969305,0,2.98869,7.18901
"FLAIG",21507,1238,92.4071,0.403877,0.726979,0.403877,3.31179,2.74637
"HAWBAKER",21507,1238,95.1535,0.242326,0.323102,0.323102,2.26171,1.69628
"HEGG",21507,1238,89.9838,1.13086,1.45396,0.403877,3.958,3.06947
"HUDDLE",21507,1238,92.9725,0.646204,0.726979,0.242326,3.15024,2.26171
"ISA",21507,1238,47.9806,11.9548,24.6365,0.161551,6.86591,8.40065
"JEUDY",21507,1238,2.50404,90.3877,0.0807754,0,2.18094,4.84653
"LECH",21507,1238,92.5687,0.88853,1.05008,0.161551,2.18094,3.15024
"LIEW",21507,1238,4.20032,0.242326,90.3069,0.242326,4.84653,0.161551
"MACARAEG",21507,1238,2.58481,0.242326,88.5299,0.161551,4.52342,3.958
"MARCHI",21507,1238,86.6721,0.807754,0.88853,0.242326,2.58481,8.80452
"MECHLING",21507,1238,93.1341,0.323102,0.565428,0.484653,2.50404,2.98869
"RAZON",21507,1238,7.51212,0.242326,59.0468,0.565428,2.90792,29.7254
"WILCZYNSKI",21507,1238,93.6995,0.0807754,0.242326,0.484653,0.88853,4.6042
"YEARGIN",21507,1238,61.5509,30.4523,0.403877,0.323102,5.08885,2.18094
"ALKHAFAJI",21526,1237,92.2393,0.485044,0.889248,0.0808407,5.41633,0.889248
"AMMAR",21526,1237,79.7898,1.7785,10.9135,0.242522,3.71867,3.55699
"BAHN",21526,1237,76.7987,2.50606,12.2878,0.404204,4.04204,3.9612
"CAETANO",21526,1237,80.9216,5.01213,2.10186,0,2.5869,9.37753
"COSTANTINI",21526,1237,89.8949,0.485044,0.808407,0.323363,1.94018,6.5481
"DALKE",21526,1237,90.5416,0.565885,1.05093,0.727567,3.39531,3.71867
"GAUS",21526,1237,91.1884,0.808407,0.889248,0.404204,3.71867,2.99111
"MAMMEN",21526,1237,48.9086,0.323363,43.0073,0.0808407,4.93129,2.74859
"MCCORVEY",21526,1237,25.2223,64.1876,0.161681,0.161681,6.79062,3.47615
"MERK",21526,1237,90.1374,0.889248,1.05093,0.161681,3.79951,3.9612
"OBERMAN",21526,1237,91.7542,0.404204,0.889248,0,2.50606,4.44624
"PESTANA",21526,1237,57.0736,0.970089,4.04204,0.0808407,5.98222,31.8513
"PROUGH",21526,1237,94.5028,0.242522,0.323363,0.808407,2.50606,1.61681
"RAPPA",21526,1237,90.1374,0.323363,1.13177,0,1.53597,6.87146
"RUPPE",21526,1237,91.35,0,1.13177,0.727567,3.79951,2.99111
"SCHOW",21526,1237,92.4818,0.808407,0.889248,0.161681,2.42522,3.23363
"STILLWAGON",21526,1237,91.1075,0.646726,0.808407,0.161681,4.68876,2.5869
"VICUNA",21526,1237,4.20372,0.404204,7.76071,0.323363,0.727567,86.5804
"WELLIVER",21526,1237,90.38,0.0808407,0.889248,0.485044,3.31447,4.85044
"WELLONS",21526,1237,51.0914,39.0461,0.889248,0.565885,5.09297,3.31447
"WENNING",21526,1237,94.907,0.404204,0.808407,0.242522,1.45513,2.1827
"WIEBER",21526,1237,94.422,0.242522,0.889248,0.323363,1.85934,2.26354
"BATESON",21548,1236,94.0939,0.0809061,0.728155,0.242718,2.10356,2.75081
"BORROMEO",21548,1236,11.8123,0.0809061,69.4175,3.31715,6.79612,8.57605
"COACHMAN",21548,1236,9.95146,79.5307,0.242718,3.47896,4.69256,2.10356
"CULLY",21548,1236,82.8479,5.82524,0.809061,4.12621,3.47896,2.91262
"CUNNIFF",21548,1236,93.7702,0.242718,0.566343,0.0809061,1.94175,3.39806
"DESLAURIERS",21548,1236,91.9903,0.970874,0.970874,0,3.07443,2.99353
"GOLDSBOROUGH",21548,1236,65.2104,24.9191,0.889968,0.647249,4.93528,3.39806
"GUE",21548,1236,65.6958,21.4401,3.39806,0.161812,2.99353,6.31068
"LEHNERT",21548,1236,93.123,0.323625,1.05178,0.0809061,2.34628,3.07443
"NAZ",21548,1236,7.11974,0.566343,86.246,0.809061,1.3754,3.8835
"PATCHETT",21548,1236,92.5566,0.404531,0.242718,0.647249,2.50809,3.64078
"PEREZGOMEZ",21548,1236,2.34628,0.0809061,0.0809061,0.161812,0.242718,97.0874
"PERINE",21548,1236,59.3851,31.3916,0.485437,0.161812,4.69256,3.8835
"ROEPKE",21548,1236,93.3657,0.485437,0.647249,0.404531,1.94175,3.15534
"TRAYNHAM",21548,1236,46.6828,45.0647,0.242718,0.161812,5.09709,2.75081
"WOHLERS",21548,1236,92.7994,0.323625,1.05178,0.242718,2.42718,3.15534
"BAR",21564,1235,69.7976,8.42105,9.31174,0.404858,2.99595,9.06883
"CERA",21564,1235,39.5951,0.809717,11.417,0.404858,1.29555,46.4777
"CREDEUR",21564,1235,94.7368,0.161943,0.242915,0.0809717,2.51012,2.26721
"KLUMPP",21564,1235,93.8462,0.890688,0.647773,0.161943,2.02429,2.42915
"MICEK",21564,1235,94.17,0.242915,0.323887,0.0809717,2.67206,2.51012
"OAK",21564,1235,61.5385,2.02429,30.7692,0.161943,2.59109,2.91498
"PEPPLE",21564,1235,88.0162,3.88664,0.48583,0.0809717,4.12955,3.40081
"SEABROOKS",21564,1235,5.9919,82.3482,1.05263,0.0809717,7.04453,3.48178
"TEICHMAN",21564,1235,93.3603,0.161943,0.890688,0.161943,2.99595,2.42915
"TIPPINS",21564,1235,56.1134,34.332,0.890688,0.647773,5.34413,2.67206
"WOODING",21564,1235,54.9798,33.7652,0.566802,0.323887,5.50607,4.8583
"BROMAN",21575,1234,91.0859,0.567261,0.972447,0.0810373,3.88979,3.40357
"DEFFENBAUGH",21575,1234,88.9789,0.486224,0.486224,0.324149,4.37601,5.34846
"FRANCHI",21575,1234,85.5754,0.486224,0.648298,0.243112,1.62075,11.4263
"HEMPSTEAD",21575,1234,76.094,16.0454,0.648298,0,3.80875,3.40357
"MESTRE",21575,1234,15.4781,2.43112,1.05348,0,0.648298,80.389
"ROEHRIG",21575,1234,90.6807,0.243112,0.486224,3.32253,2.8363,2.43112
"SIDOTI",21575,1234,91.7342,0.567261,1.13452,0.0810373,1.86386,4.61912
"SIORDIA",21575,1234,5.4295,0.405186,0.810373,0,0.0810373,93.2739
"STUEVE",21575,1234,95.705,0.324149,0.324149,0,1.05348,2.59319
"TORRESGARCIA",21575,1234,0.972447,0.0810373,0,0.243112,0.243112,98.4603
"VIVES",21575,1234,10.6159,2.02593,5.10535,0,0.972447,81.2804
"WELDEN",21575,1234,89.8703,1.13452,1.05348,0.729335,4.1329,3.07942
"WISMER",21575,1234,96.1102,0.405186,0.648298,0,1.2966,1.53971
"BALSLEY",21588,1233,92.7818,1.05434,0.892133,0.405515,3.00081,1.86537
"BOECKMAN",21588,1233,94.7283,0.243309,0.81103,0.162206,2.5953,1.45985
"DREWERY",21588,1233,54.4201,34.5499,0.567721,0.486618,6.40714,3.56853
"HYLER",21588,1233,73.236,15.8151,0.648824,0.324412,6.16383,3.81184
"MAURIELLO",21588,1233,92.8629,0.243309,0.648824,0.162206,2.27088,3.81184
"NADEL",21588,1233,92.133,0.486618,1.13544,0.081103,2.35199,3.81184
"RADOMSKI",21588,1233,93.4307,0.486618,0.81103,0.162206,2.51419,2.5953
"SEVERT",21588,1233,94.5661,0.243309,0.243309,0.324412,2.83861,1.78427
"SHOULTS",21588,1233,91.8897,0.324412,0.892133,0.162206,4.54177,2.18978
"VANDORN",21588,1233,87.8345,3.40633,0.648824,0.729927,3.89294,3.48743
"WHITELAW",21588,1233,73.9659,16.2206,0.648824,0.081103,5.4339,3.64964
"AGHA",21599,1232,37.3377,6.57468,44.0747,0.162338,8.8474,3.00325
"AGUON",21599,1232,9.57792,1.05519,64.3669,0.162338,13.3929,11.4448
"CERROS",21599,1232,3.8961,0.487013,0,0,0.162338,95.4545
"CHRYSLER",21599,1232,90.6656,0.162338,0.649351,0.730519,4.54545,3.24675
"COLDWELL",21599,1232,83.4416,5.35714,0.649351,1.2987,5.03247,4.22078
"DERKS",21599,1232,90.5844,2.67857,1.05519,0.162338,3.24675,2.27273
"FAULCONER",21599,1232,91.5584,0.243506,0.568182,0.405844,3.49026,3.73377
"GARIEPY",21599,1232,91.8831,0.405844,0.405844,0.568182,3.6526,3.08442
"KRETZ",21599,1232,89.2857,0.974026,0.649351,0,3.24675,5.84416
"LEETH",21599,1232,78.8961,12.7435,0.405844,0.243506,3.00325,4.70779
"MARMON",21599,1232,82.224,6.81818,0.568182,2.67857,2.75974,4.9513
"MERICLE",21599,1232,85.6331,1.46104,1.94805,0.405844,5.76299,4.78896
"NAGATA",21599,1232,6.65584,0.162338,78.3279,0,10.6331,4.22078
"SATTAR",21599,1232,10.5519,0.892857,80.763,0.405844,5.43831,1.94805
"SHAMBAUGH",21599,1232,96.1039,0.0811688,0.162338,0.162338,1.86688,1.62338
"WINNETT",21599,1232,89.8539,0.405844,0.568182,1.21753,3.73377,4.22078
"ASGHAR",21615,1231,4.63038,0.487409,89.0333,0.324939,4.54915,0.974817
"BIRDSELL",21615,1231,89.8457,0,0.893582,0.406174,4.95532,3.89927
"BOURGOIN",21615,1231,89.4395,3.00569,0.974817,0.812348,3.81803,1.94963
"DANIELSEN",21615,1231,89.9269,0.974817,1.29976,0.0812348,3.16816,4.54915
"DIAZMARTINEZ",21615,1231,1.70593,0.243704,0.16247,0,0.243704,97.6442
"DOMER",21615,1231,91.3079,0.974817,1.8684,0.16247,3.7368,1.94963
"ESAU",21615,1231,68.6434,9.66694,9.17953,0.893582,5.03656,6.58002
"KYTE",21615,1231,82.697,10.3168,0.731113,0,2.68075,3.57433
"MARRO",21615,1231,89.1145,0.731113,0.324939,0.243704,2.19334,7.39236
"QUIZHPI",21615,1231,1.6247,0,0.0812348,0.16247,0.324939,97.8067
"BARDO",21625,1230,82.1138,4.55285,1.21951,0.162602,3.49593,8.45528
"BLANCHET",21625,1230,76.3415,7.15447,0.569106,0,3.17073,12.7642
"DANGLER",21625,1230,89.2683,2.84553,1.21951,0.813008,3.49593,2.35772
"DELGROSSO",21625,1230,93.9024,0.162602,0.569106,0.0813008,2.27642,3.00813
"DUMMER",21625,1230,95.7724,0.325203,0.650407,0.406504,1.30081,1.54472
"FREDENBURG",21625,1230,92.1951,0.97561,0.487805,0.0813008,3.25203,3.00813
